Datum,Celkový počet nakažených,Počet hospitalizovaných celkem v daném dni,Počet hospitalizovaných na JIP celkem v daném dni,Počet nově hospitalizovaných celkem,Počet nově hospitalizovaných na JIP,Počet zemřelých,Počet antigenních testů,Počet PCR testů,počet testů CELKEM,Pozitivní ve věku 0-4 let,Pozitivní ve věku 5-9 let,Pozitivní ve věku 10-14 let,Pozitivní ve věku 15-19 let,Pozitivní ve věku 20-24 let,Pozitivní ve věku 25-29 let,Pozitivní ve věku 30-34 let,Pozitivní ve věku 35-39 let,Pozitivní ve věku 40-44 let,Pozitivní ve věku 45-49 let,Pozitivní ve věku 50-54 let,Pozitivní ve věku 55-59 let,Pozitivní ve věku 60-64 let,Pozitivní ve věku 65-69 let,Pozitivní ve věku 70-74 let,Pozitivní ve věku 75-79 let,Pozitivní ve věku 80-84 let,Pozitivní ve věku 85+ let,Pozitivní - věk neznámý,Hospitalizovaní celkem v daném dni ve věku 0-4 let,Hospitalizovaní celkem v daném dni ve věku 5-9 let,Hospitalizovaní celkem v daném dni ve věku 10-14 let,Hospitalizovaní celkem v daném dni ve věku 15-19 let,Hospitalizovaní celkem v daném dni ve věku 20-24 let,Hospitalizovaní celkem v daném dni ve věku 25-29 let,Hospitalizovaní celkem v daném dni ve věku 30-34 let,Hospitalizovaní celkem v daném dni ve věku 35-39 let,Hospitalizovaní celkem v daném dni ve věku 40-44 let,Hospitalizovaní celkem v daném dni ve věku 45-49 let,Hospitalizovaní celkem v daném dni ve věku 50-54 let,Hospitalizovaní celkem v daném dni ve věku 55-59 let,Hospitalizovaní celkem v daném dni ve věku 60-64 let,Hospitalizovaní celkem v daném dni ve věku 65-69 let,Hospitalizovaní celkem v daném dni ve věku 70-74 let,Hospitalizovaní celkem v daném dni ve věku 75-79 let,Hospitalizovaní celkem v daném dni ve věku 80-84 let,Hospitalizovaní celkem v daném dni ve věku 85+ let,Hospitalizovaní celkem v daném dni - věk neznámý,Hospitalizovaní na JIP celkem v daném dni ve věku 0-4 let,Hospitalizovaní na JIP celkem v daném dni ve věku 5-9 let,Hospitalizovaní na JIP celkem v daném dni ve věku 10-14 let,Hospitalizovaní na JIP celkem v daném dni ve věku 15-19 let,Hospitalizovaní na JIP celkem v daném dni ve věku 20-24 let,Hospitalizovaní na JIP celkem v daném dni ve věku 25-29 let,Hospitalizovaní na JIP celkem v daném dni ve věku 30-34 let,Hospitalizovaní na JIP celkem v daném dni ve věku 35-39 let,Hospitalizovaní na JIP celkem v daném dni ve věku 40-44 let,Hospitalizovaní na JIP celkem v daném dni ve věku 45-49 let,Hospitalizovaní na JIP celkem v daném dni ve věku 50-54 let,Hospitalizovaní na JIP celkem v daném dni ve věku 55-59 let,Hospitalizovaní na JIP celkem v daném dni ve věku 60-64 let,Hospitalizovaní na JIP celkem v daném dni ve věku 65-69 let,Hospitalizovaní na JIP celkem v daném dni ve věku 70-74 let,Hospitalizovaní na JIP celkem v daném dni ve věku 75-79 let,Hospitalizovaní na JIP celkem v daném dni ve věku 80-84 let,Hospitalizovaní na JIP celkem v daném dni ve věku 85+ let,Hospitalizovaní na JIP celkem v daném dni - věk neznámý,Hospitalizovaní nově v daném dni ve věku 0-4 let,Hospitalizovaní nově v daném dni ve věku 5-9 let,Hospitalizovaní nově v daném dni ve věku 10-14 let,Hospitalizovaní nově v daném dni ve věku 15-19 let,Hospitalizovaní nově v daném dni ve věku 20-24 let,Hospitalizovaní nově v daném dni ve věku 25-29 let,Hospitalizovaní nově v daném dni ve věku 30-34 let,Hospitalizovaní nově v daném dni ve věku 35-39 let,Hospitalizovaní nově v daném dni ve věku 40-44 let,Hospitalizovaní nově v daném dni ve věku 45-49 let,Hospitalizovaní nově v daném dni ve věku 50-54 let,Hospitalizovaní nově v daném dni ve věku 55-59 let,Hospitalizovaní nově v daném dni ve věku 60-64 let,Hospitalizovaní nově v daném dni ve věku 65-69 let,Hospitalizovaní nově v daném dni ve věku 70-74 let,Hospitalizovaní nově v daném dni ve věku 75-79 let,Hospitalizovaní nově v daném dni ve věku 80-84 let,Hospitalizovaní nově v daném dni ve věku 85+ let,Hospitalizovaní nově v daném dni - věk neznámý,Hospitalizovaní na JIP nově v daném dni ve věku 0-4 let,Hospitalizovaní na JIP nově v daném dni ve věku 5-9 let,Hospitalizovaní na JIP nově v daném dni ve věku 10-14 let,Hospitalizovaní na JIP nově v daném dni ve věku 15-19 let,Hospitalizovaní na JIP nově v daném dni ve věku 20-24 let,Hospitalizovaní na JIP nově v daném dni ve věku 25-29 let,Hospitalizovaní na JIP nově v daném dni ve věku 30-34 let,Hospitalizovaní na JIP nově v daném dni ve věku 35-39 let,Hospitalizovaní na JIP nově v daném dni ve věku 40-44 let,Hospitalizovaní na JIP nově v daném dni ve věku 45-49 let,Hospitalizovaní na JIP nově v daném dni ve věku 50-54 let,Hospitalizovaní na JIP nově v daném dni ve věku 55-59 let,Hospitalizovaní na JIP nově v daném dni ve věku 60-64 let,Hospitalizovaní na JIP nově v daném dni ve věku 65-69 let,Hospitalizovaní na JIP nově v daném dni ve věku 70-74 let,Hospitalizovaní na JIP nově v daném dni ve věku 75-79 let,Hospitalizovaní na JIP nově v daném dni ve věku 80-84 let,Hospitalizovaní na JIP nově v daném dni ve věku 85+ let,Hospitalizovaní na JIP nově v daném dni - věk neznámý,Zemřelí ve věku 0-4 let,Zemřelí ve věku 5-9 let,Zemřelí ve věku 10-14 let,Zemřelí ve věku 15-19 let,Zemřelí ve věku 20-24 let,Zemřelí ve věku 25-29 let,Zemřelí ve věku 30-34 let,Zemřelí ve věku 35-39 let,Zemřelí ve věku 40-44 let,Zemřelí ve věku 45-49 let,Zemřelí ve věku 50-54 let,Zemřelí ve věku 55-59 let,Zemřelí ve věku 60-64 let,Zemřelí ve věku 65-69 let,Zemřelí ve věku 70-74 let,Zemřelí ve věku 75-79 let,Zemřelí ve věku 80-84 let,Zemřelí ve věku 85+ let,Zemřelí - věk neznámý,umrti_7d_prumer,hosp_7d_prumer
2020-12-24,4433.0,4311.0,749.0,378.0,95.0,111.0,8828.0,10713.0,19541.0,95.0,162.0,186.0,210.0,209.0,298.0,356.0,352.0,484.0,461.0,344.0,332.0,239.0,205.0,171.0,127.0,88.0,77.0,37.0,1.0,1.0,4.0,11.0,11.0,29.0,30.0,46.0,76.0,115.0,137.0,170.0,376.0,527.0,720.0,730.0,591.0,736.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,3.0,13.0,22.0,32.0,40.0,90.0,133.0,147.0,148.0,63.0,45.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,4.0,11.0,15.0,13.0,15.0,41.0,45.0,65.0,47.0,49.0,59.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,4.0,4.0,10.0,15.0,19.0,13.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,6.0,8.0,15.0,26.0,13.0,35.0,0.0,110.14285714285714,567.1428571428571
2020-12-25,2716.0,4386.0,769.0,485.0,104.0,106.0,6726.0,7819.0,14545.0,55.0,73.0,95.0,116.0,122.0,191.0,177.0,213.0,283.0,288.0,203.0,171.0,163.0,120.0,140.0,102.0,94.0,97.0,13.0,2.0,1.0,3.0,9.0,12.0,24.0,34.0,45.0,86.0,123.0,147.0,185.0,378.0,533.0,721.0,754.0,612.0,717.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,4.0,15.0,25.0,32.0,42.0,90.0,141.0,150.0,147.0,67.0,46.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,7.0,7.0,17.0,20.0,24.0,36.0,37.0,50.0,69.0,89.0,66.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,3.0,9.0,9.0,23.0,19.0,17.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,6.0,10.0,12.0,13.0,15.0,44.0,0.0,114.0,632.5714285714286
2020-12-26,3097.0,4650.0,806.0,546.0,112.0,125.0,11357.0,8715.0,20072.0,73.0,100.0,121.0,121.0,130.0,217.0,206.0,241.0,321.0,320.0,220.0,200.0,166.0,164.0,149.0,127.0,108.0,99.0,14.0,1.0,2.0,1.0,7.0,11.0,18.0,35.0,51.0,95.0,130.0,152.0,196.0,390.0,588.0,775.0,805.0,652.0,741.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,8.0,5.0,18.0,25.0,36.0,38.0,96.0,144.0,157.0,149.0,79.0,45.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,6.0,10.0,15.0,17.0,16.0,28.0,36.0,84.0,87.0,90.0,74.0,79.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,2.0,7.0,4.0,12.0,14.0,22.0,15.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,17.0,31.0,24.0,34.0,0.0,118.28571428571429,675.2857142857143
2020-12-27,3867.0,4966.0,846.0,621.0,117.0,108.0,11961.0,10483.0,22444.0,72.0,109.0,172.0,182.0,160.0,263.0,291.0,285.0,386.0,416.0,319.0,273.0,210.0,189.0,164.0,143.0,111.0,110.0,12.0,3.0,1.0,2.0,8.0,11.0,20.0,41.0,53.0,91.0,149.0,163.0,209.0,413.0,644.0,829.0,843.0,702.0,784.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,7.0,3.0,18.0,28.0,37.0,37.0,100.0,151.0,159.0,157.0,86.0,56.0,0.0,2.0,0.0,1.0,3.0,2.0,5.0,9.0,9.0,9.0,31.0,25.0,32.0,44.0,77.0,104.0,91.0,86.0,91.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,3.0,10.0,14.0,19.0,26.0,17.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,8.0,18.0,26.0,20.0,27.0,0.0,123.28571428571429,699.2857142857143
2020-12-28,11136.0,5726.0,905.0,1057.0,151.0,131.0,45464.0,28202.0,73666.0,193.0,330.0,460.0,497.0,505.0,700.0,779.0,877.0,1173.0,1239.0,913.0,869.0,680.0,544.0,491.0,367.0,212.0,274.0,33.0,7.0,1.0,2.0,10.0,9.0,27.0,41.0,63.0,105.0,167.0,193.0,253.0,472.0,740.0,943.0,967.0,828.0,898.0,0.0,2.0,0.0,0.0,3.0,1.0,4.0,7.0,7.0,18.0,31.0,42.0,39.0,105.0,162.0,170.0,158.0,96.0,60.0,0.0,4.0,0.0,0.0,4.0,1.0,9.0,9.0,16.0,25.0,33.0,47.0,52.0,89.0,120.0,160.0,165.0,160.0,163.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,5.0,7.0,9.0,7.0,12.0,21.0,26.0,23.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,11.0,16.0,25.0,37.0,29.0,0.0,125.85714285714286,758.2857142857143
2020-12-29,16287.0,5976.0,939.0,955.0,162.0,132.0,30998.0,36075.0,67073.0,285.0,470.0,683.0,676.0,764.0,1095.0,1238.0,1318.0,1745.0,1817.0,1404.0,1221.0,969.0,858.0,724.0,461.0,261.0,256.0,42.0,9.0,0.0,2.0,9.0,10.0,35.0,52.0,63.0,117.0,171.0,205.0,275.0,492.0,753.0,980.0,1025.0,842.0,936.0,0.0,2.0,0.0,0.0,2.0,1.0,5.0,8.0,6.0,17.0,31.0,37.0,43.0,105.0,179.0,191.0,165.0,95.0,52.0,0.0,5.0,0.0,0.0,3.0,3.0,13.0,18.0,12.0,29.0,28.0,37.0,52.0,84.0,101.0,145.0,170.0,112.0,143.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,3.0,3.0,9.0,19.0,26.0,43.0,27.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,5.0,13.0,20.0,22.0,29.0,35.0,0.0,132.42857142857142,774.7142857142857
2020-12-30,17240.0,6140.0,954.0,853.0,138.0,150.0,31433.0,35441.0,66874.0,326.0,497.0,717.0,697.0,903.0,1140.0,1281.0,1317.0,1744.0,1831.0,1430.0,1332.0,1056.0,864.0,771.0,524.0,369.0,347.0,94.0,12.0,1.0,2.0,11.0,14.0,36.0,51.0,66.0,119.0,187.0,218.0,290.0,510.0,764.0,1018.0,1040.0,850.0,951.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,8.0,7.0,23.0,30.0,38.0,46.0,114.0,172.0,191.0,164.0,100.0,52.0,0.0,3.0,1.0,0.0,5.0,5.0,8.0,7.0,11.0,26.0,38.0,36.0,42.0,73.0,88.0,138.0,131.0,111.0,130.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,1.0,5.0,5.0,19.0,15.0,29.0,24.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,7.0,14.0,28.0,27.0,32.0,35.0,0.0,136.28571428571428,798.8571428571429
2020-12-31,13422.0,6163.0,973.0,791.0,165.0,129.0,19065.0,27907.0,46972.0,245.0,377.0,532.0,523.0,720.0,944.0,1073.0,1063.0,1411.0,1322.0,1059.0,998.0,775.0,739.0,659.0,445.0,262.0,218.0,57.0,15.0,1.0,2.0,9.0,14.0,38.0,48.0,60.0,109.0,191.0,223.0,277.0,523.0,770.0,1022.0,1060.0,842.0,959.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,6.0,8.0,25.0,36.0,40.0,47.0,120.0,185.0,190.0,163.0,94.0,52.0,0.0,5.0,1.0,1.0,1.0,1.0,6.0,6.0,10.0,12.0,34.0,32.0,30.0,67.0,98.0,140.0,129.0,106.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,7.0,7.0,22.0,32.0,29.0,27.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,12.0,13.0,30.0,30.0,35.0,0.0,141.0,806.5714285714286
2021-01-01,3522.0,5669.0,951.0,600.0,120.0,152.0,5381.0,6585.0,11966.0,68.0,97.0,153.0,145.0,157.0,209.0,272.0,261.0,292.0,328.0,256.0,234.0,199.0,202.0,201.0,175.0,118.0,141.0,14.0,12.0,0.0,2.0,5.0,14.0,35.0,48.0,46.0,113.0,161.0,193.0,238.0,483.0,689.0,948.0,990.0,777.0,915.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,8.0,24.0,37.0,41.0,46.0,121.0,174.0,186.0,168.0,90.0,47.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,8.0,3.0,19.0,21.0,21.0,24.0,49.0,60.0,99.0,105.0,73.0,111.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,7.0,16.0,17.0,16.0,30.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,13.0,13.0,30.0,37.0,50.0,0.0,144.0,837.5714285714286
2021-01-02,5076.0,5974.0,961.0,715.0,103.0,152.0,15401.0,13449.0,28850.0,76.0,147.0,179.0,160.0,204.0,318.0,380.0,409.0,440.0,505.0,401.0,365.0,315.0,281.0,296.0,235.0,163.0,175.0,27.0,16.0,0.0,4.0,7.0,15.0,32.0,49.0,53.0,115.0,173.0,207.0,262.0,510.0,736.0,998.0,1037.0,809.0,951.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,4.0,9.0,22.0,42.0,44.0,48.0,119.0,166.0,199.0,171.0,83.0,49.0,0.0,7.0,0.0,2.0,3.0,1.0,3.0,8.0,11.0,10.0,26.0,32.0,35.0,57.0,89.0,106.0,114.0,91.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,9.0,5.0,8.0,10.0,24.0,18.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,13.0,16.0,23.0,34.0,57.0,0.0,151.0,853.1428571428571
2021-01-03,6372.0,6284.0,1007.0,675.0,143.0,141.0,14081.0,15322.0,29403.0,96.0,171.0,249.0,261.0,325.0,455.0,511.0,508.0,572.0,660.0,499.0,435.0,360.0,361.0,277.0,264.0,158.0,175.0,35.0,16.0,1.0,4.0,12.0,18.0,39.0,51.0,55.0,117.0,184.0,220.0,300.0,524.0,756.0,1059.0,1096.0,860.0,972.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,4.0,10.0,23.0,46.0,45.0,53.0,117.0,173.0,209.0,187.0,87.0,46.0,0.0,3.0,1.0,1.0,6.0,5.0,10.0,5.0,9.0,14.0,18.0,25.0,50.0,39.0,65.0,106.0,122.0,100.0,96.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,6.0,7.0,10.0,8.0,18.0,26.0,32.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,11.0,18.0,24.0,37.0,40.0,0.0,153.0,869.5714285714286
2021-01-04,13138.0,7222.0,1091.0,1274.0,178.0,152.0,55488.0,35181.0,90669.0,169.0,339.0,460.0,510.0,657.0,873.0,953.0,1028.0,1232.0,1443.0,1082.0,1016.0,785.0,742.0,724.0,463.0,298.0,293.0,71.0,15.0,1.0,5.0,17.0,21.0,40.0,51.0,63.0,130.0,222.0,251.0,355.0,588.0,894.0,1215.0,1258.0,971.0,1125.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,10.0,19.0,50.0,46.0,57.0,123.0,199.0,227.0,199.0,94.0,55.0,0.0,4.0,0.0,2.0,8.0,6.0,4.0,5.0,12.0,20.0,46.0,47.0,66.0,94.0,167.0,204.0,209.0,169.0,211.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,6.0,7.0,10.0,15.0,36.0,33.0,31.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,10.0,24.0,26.0,33.0,47.0,0.0,161.28571428571428,894.0
2021-01-05,17605.0,7409.0,1115.0,1064.0,162.0,181.0,34785.0,44018.0,78803.0,277.0,516.0,619.0,646.0,896.0,1207.0,1367.0,1417.0,1649.0,1803.0,1463.0,1350.0,1034.0,975.0,871.0,632.0,387.0,395.0,101.0,16.0,2.0,4.0,13.0,22.0,34.0,57.0,71.0,130.0,210.0,259.0,325.0,586.0,904.0,1232.0,1318.0,1014.0,1211.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,4.0,10.0,16.0,51.0,52.0,62.0,131.0,205.0,228.0,203.0,92.0,54.0,0.0,5.0,1.0,1.0,2.0,5.0,7.0,14.0,18.0,23.0,29.0,42.0,35.0,75.0,123.0,157.0,177.0,150.0,199.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,13.0,10.0,16.0,22.0,35.0,35.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,8.0,10.0,26.0,35.0,34.0,60.0,0.0,167.71428571428572,929.1428571428571
2021-01-06,18021.0,7400.0,1153.0,968.0,164.0,164.0,29411.0,39051.0,68462.0,276.0,447.0,611.0,771.0,1009.0,1257.0,1437.0,1431.0,1650.0,1943.0,1482.0,1307.0,1066.0,949.0,851.0,628.0,414.0,404.0,88.0,12.0,1.0,4.0,13.0,20.0,34.0,55.0,71.0,125.0,196.0,248.0,339.0,559.0,904.0,1241.0,1325.0,1030.0,1220.0,3.0,3.0,0.0,0.0,0.0,4.0,1.0,3.0,13.0,16.0,47.0,53.0,71.0,138.0,213.0,226.0,209.0,97.0,59.0,0.0,1.0,0.0,1.0,3.0,3.0,6.0,7.0,15.0,18.0,21.0,34.0,56.0,67.0,107.0,168.0,157.0,136.0,166.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,1.0,6.0,13.0,19.0,27.0,28.0,28.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,5.0,14.0,27.0,33.0,26.0,53.0,0.0,169.57142857142858,913.2857142857143
2021-01-07,15150.0,7559.0,1149.0,962.0,140.0,187.0,27173.0,38974.0,66147.0,244.0,398.0,584.0,582.0,781.0,1065.0,1150.0,1144.0,1280.0,1512.0,1232.0,1189.0,876.0,826.0,808.0,595.0,344.0,474.0,66.0,9.0,4.0,3.0,14.0,24.0,37.0,59.0,65.0,129.0,201.0,245.0,355.0,570.0,912.0,1278.0,1343.0,1042.0,1266.0,3.0,2.0,0.0,0.0,1.0,4.0,1.0,3.0,13.0,19.0,48.0,52.0,75.0,136.0,207.0,231.0,202.0,86.0,69.0,0.0,1.0,3.0,0.0,5.0,7.0,7.0,11.0,8.0,22.0,32.0,28.0,48.0,67.0,109.0,158.0,172.0,117.0,167.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,6.0,9.0,12.0,19.0,30.0,24.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,9.0,11.0,24.0,35.0,42.0,62.0,0.0,175.71428571428572,897.0
2021-01-08,13289.0,7348.0,1143.0,846.0,155.0,197.0,30412.0,38763.0,69175.0,222.0,379.0,520.0,549.0,677.0,829.0,1025.0,979.0,1163.0,1387.0,1057.0,1003.0,713.0,830.0,716.0,495.0,349.0,352.0,44.0,12.0,6.0,4.0,12.0,22.0,32.0,57.0,67.0,136.0,202.0,225.0,351.0,526.0,899.0,1209.0,1326.0,1015.0,1245.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,5.0,13.0,22.0,45.0,48.0,73.0,138.0,205.0,229.0,209.0,86.0,62.0,0.0,3.0,2.0,2.0,1.0,2.0,3.0,9.0,14.0,23.0,29.0,24.0,39.0,48.0,96.0,120.0,159.0,116.0,156.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,6.0,6.0,11.0,12.0,19.0,37.0,30.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,16.0,34.0,37.0,39.0,60.0,0.0,177.42857142857142,848.7142857142857
2021-01-09,8570.0,6774.0,1149.0,604.0,139.0,165.0,14118.0,21084.0,35202.0,184.0,294.0,410.0,351.0,469.0,574.0,603.0,636.0,745.0,854.0,609.0,625.0,459.0,492.0,425.0,366.0,215.0,226.0,33.0,9.0,6.0,3.0,10.0,19.0,30.0,47.0,59.0,113.0,192.0,198.0,311.0,474.0,837.0,1134.0,1218.0,935.0,1178.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,6.0,12.0,24.0,46.0,51.0,78.0,136.0,213.0,220.0,211.0,85.0,59.0,0.0,1.0,1.0,1.0,2.0,2.0,8.0,6.0,4.0,10.0,25.0,14.0,32.0,37.0,85.0,115.0,81.0,83.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,6.0,11.0,12.0,25.0,29.0,23.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,10.0,17.0,32.0,24.0,33.0,45.0,0.0,176.85714285714286,840.0
2021-01-10,4409.0,6881.0,1177.0,561.0,138.0,184.0,12411.0,12319.0,24730.0,100.0,182.0,198.0,214.0,241.0,269.0,322.0,329.0,405.0,421.0,296.0,319.0,227.0,241.0,191.0,183.0,112.0,127.0,32.0,7.0,6.0,4.0,11.0,21.0,29.0,45.0,61.0,122.0,195.0,212.0,327.0,459.0,850.0,1139.0,1243.0,955.0,1194.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,6.0,13.0,26.0,49.0,54.0,80.0,127.0,217.0,222.0,228.0,86.0,61.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,4.0,6.0,17.0,15.0,24.0,29.0,30.0,68.0,88.0,98.0,80.0,92.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,7.0,4.0,7.0,7.0,21.0,30.0,32.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,6.0,18.0,24.0,34.0,40.0,52.0,0.0,176.85714285714286,806.1428571428571
2021-01-11,9567.0,7428.0,1190.0,936.0,151.0,164.0,49927.0,34010.0,83937.0,194.0,356.0,387.0,409.0,472.0,567.0,697.0,646.0,839.0,994.0,764.0,693.0,578.0,556.0,464.0,367.0,238.0,305.0,41.0,9.0,6.0,5.0,19.0,20.0,30.0,56.0,60.0,134.0,210.0,243.0,360.0,509.0,912.0,1224.0,1327.0,1016.0,1287.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,5.0,12.0,25.0,53.0,56.0,82.0,121.0,224.0,225.0,233.0,91.0,56.0,0.0,2.0,1.0,1.0,8.0,1.0,5.0,16.0,8.0,18.0,30.0,39.0,47.0,75.0,109.0,154.0,145.0,125.0,152.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,7.0,7.0,11.0,12.0,28.0,27.0,27.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,17.0,26.0,35.0,31.0,46.0,0.0,176.0,773.1428571428571
2021-01-12,10927.0,7482.0,1178.0,1003.0,164.0,177.0,29890.0,36362.0,66252.0,236.0,521.0,441.0,436.0,480.0,612.0,731.0,777.0,994.0,1120.0,921.0,855.0,688.0,563.0,571.0,390.0,281.0,267.0,43.0,8.0,6.0,3.0,15.0,26.0,36.0,62.0,78.0,141.0,216.0,242.0,360.0,498.0,881.0,1225.0,1318.0,1048.0,1318.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,7.0,23.0,54.0,57.0,88.0,123.0,214.0,234.0,223.0,85.0,58.0,0.0,1.0,2.0,1.0,2.0,9.0,10.0,13.0,27.0,25.0,36.0,40.0,54.0,64.0,96.0,151.0,163.0,150.0,159.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,7.0,6.0,13.0,16.0,23.0,43.0,25.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,9.0,19.0,34.0,25.0,35.0,49.0,0.0,171.28571428571428,762.0
