Datum - Jihomoravský kraj;Celkový počet nakažených;Počet hospitalizovaných celkem v daném dni;Počet hospitalizovaných na JIP celkem v daném dni;Počet nově hospitalizovaných celkem;Počet nově hospitalizovaných na JIP;Počet zemřelých;Počet antigenních testů;Počet PCR testů;počet testů CELKEM;Pozitivní ve věku 0-4 let;Pozitivní ve věku 5-9 let;Pozitivní ve věku 10-14 let;Pozitivní ve věku 15-19 let;Pozitivní ve věku 20-24 let;Pozitivní ve věku 25-29 let;Pozitivní ve věku 30-34 let;Pozitivní ve věku 35-39 let;Pozitivní ve věku 40-44 let;Pozitivní ve věku 45-49 let;Pozitivní ve věku 50-54 let;Pozitivní ve věku 55-59 let;Pozitivní ve věku 60-64 let;Pozitivní ve věku 65-69 let;Pozitivní ve věku 70-74 let;Pozitivní ve věku 75-79 let;Pozitivní ve věku 80-84 let;Pozitivní ve věku 85+ let;Pozitivní - věk neznámý;Hospitalizovaní celkem v daném dni ve věku 0-4 let;Hospitalizovaní celkem v daném dni ve věku 5-9 let;Hospitalizovaní celkem v daném dni ve věku 10-14 let;Hospitalizovaní celkem v daném dni ve věku 15-19 let;Hospitalizovaní celkem v daném dni ve věku 20-24 let;Hospitalizovaní celkem v daném dni ve věku 25-29 let;Hospitalizovaní celkem v daném dni ve věku 30-34 let;Hospitalizovaní celkem v daném dni ve věku 35-39 let;Hospitalizovaní celkem v daném dni ve věku 40-44 let;Hospitalizovaní celkem v daném dni ve věku 45-49 let;Hospitalizovaní celkem v daném dni ve věku 50-54 let;Hospitalizovaní celkem v daném dni ve věku 55-59 let;Hospitalizovaní celkem v daném dni ve věku 60-64 let;Hospitalizovaní celkem v daném dni ve věku 65-69 let;Hospitalizovaní celkem v daném dni ve věku 70-74 let;Hospitalizovaní celkem v daném dni ve věku 75-79 let;Hospitalizovaní celkem v daném dni ve věku 80-84 let;Hospitalizovaní celkem v daném dni ve věku 85+ let;Hospitalizovaní celkem v daném dni - věk neznámý;Hospitalizovaní na JIP celkem v daném dni ve věku 0-4 let;Hospitalizovaní na JIP celkem v daném dni ve věku 5-9 let;Hospitalizovaní na JIP celkem v daném dni ve věku 10-14 let;Hospitalizovaní na JIP celkem v daném dni ve věku 15-19 let;Hospitalizovaní na JIP celkem v daném dni ve věku 20-24 let;Hospitalizovaní na JIP celkem v daném dni ve věku 25-29 let;Hospitalizovaní na JIP celkem v daném dni ve věku 30-34 let;Hospitalizovaní na JIP celkem v daném dni ve věku 35-39 let;Hospitalizovaní na JIP celkem v daném dni ve věku 40-44 let;Hospitalizovaní na JIP celkem v daném dni ve věku 45-49 let;Hospitalizovaní na JIP celkem v daném dni ve věku 50-54 let;Hospitalizovaní na JIP celkem v daném dni ve věku 55-59 let;Hospitalizovaní na JIP celkem v daném dni ve věku 60-64 let;Hospitalizovaní na JIP celkem v daném dni ve věku 65-69 let;Hospitalizovaní na JIP celkem v daném dni ve věku 70-74 let;Hospitalizovaní na JIP celkem v daném dni ve věku 75-79 let;Hospitalizovaní na JIP celkem v daném dni ve věku 80-84 let;Hospitalizovaní na JIP celkem v daném dni ve věku 85+ let;Hospitalizovaní na JIP celkem v daném dni - věk neznámý;Hospitalizovaní nově v daném dni ve věku 0-4 let;Hospitalizovaní nově v daném dni ve věku 5-9 let;Hospitalizovaní nově v daném dni ve věku 10-14 let;Hospitalizovaní nově v daném dni ve věku 15-19 let;Hospitalizovaní nově v daném dni ve věku 20-24 let;Hospitalizovaní nově v daném dni ve věku 25-29 let;Hospitalizovaní nově v daném dni ve věku 30-34 let;Hospitalizovaní nově v daném dni ve věku 35-39 let;Hospitalizovaní nově v daném dni ve věku 40-44 let;Hospitalizovaní nově v daném dni ve věku 45-49 let;Hospitalizovaní nově v daném dni ve věku 50-54 let;Hospitalizovaní nově v daném dni ve věku 55-59 let;Hospitalizovaní nově v daném dni ve věku 60-64 let;Hospitalizovaní nově v daném dni ve věku 65-69 let;Hospitalizovaní nově v daném dni ve věku 70-74 let;Hospitalizovaní nově v daném dni ve věku 75-79 let;Hospitalizovaní nově v daném dni ve věku 80-84 let;Hospitalizovaní nově v daném dni ve věku 85+ let;Hospitalizovaní nově v daném dni - věk neznámý;Hospitalizovaní na JIP nově v daném dni ve věku 0-4 let;Hospitalizovaní na JIP nově v daném dni ve věku 5-9 let;Hospitalizovaní na JIP nově v daném dni ve věku 10-14 let;Hospitalizovaní na JIP nově v daném dni ve věku 15-19 let;Hospitalizovaní na JIP nově v daném dni ve věku 20-24 let;Hospitalizovaní na JIP nově v daném dni ve věku 25-29 let;Hospitalizovaní na JIP nově v daném dni ve věku 30-34 let;Hospitalizovaní na JIP nově v daném dni ve věku 35-39 let;Hospitalizovaní na JIP nově v daném dni ve věku 40-44 let;Hospitalizovaní na JIP nově v daném dni ve věku 45-49 let;Hospitalizovaní na JIP nově v daném dni ve věku 50-54 let;Hospitalizovaní na JIP nově v daném dni ve věku 55-59 let;Hospitalizovaní na JIP nově v daném dni ve věku 60-64 let;Hospitalizovaní na JIP nově v daném dni ve věku 65-69 let;Hospitalizovaní na JIP nově v daném dni ve věku 70-74 let;Hospitalizovaní na JIP nově v daném dni ve věku 75-79 let;Hospitalizovaní na JIP nově v daném dni ve věku 80-84 let;Hospitalizovaní na JIP nově v daném dni ve věku 85+ let;Hospitalizovaní na JIP nově v daném dni - věk neznámý;Zemřelí ve věku 0-4 let;Zemřelí ve věku 5-9 let;Zemřelí ve věku 10-14 let;Zemřelí ve věku 15-19 let;Zemřelí ve věku 20-24 let;Zemřelí ve věku 25-29 let;Zemřelí ve věku 30-34 let;Zemřelí ve věku 35-39 let;Zemřelí ve věku 40-44 let;Zemřelí ve věku 45-49 let;Zemřelí ve věku 50-54 let;Zemřelí ve věku 55-59 let;Zemřelí ve věku 60-64 let;Zemřelí ve věku 65-69 let;Zemřelí ve věku 70-74 let;Zemřelí ve věku 75-79 let;Zemřelí ve věku 80-84 let;Zemřelí ve věku 85+ let;Zemřelí - věk neznámý
17.09.2022;68;123;7;10;0;1;99;118;217;1;3;5;1;3;1;6;3;8;7;5;1;4;9;5;5;1;0;0;1;0;0;0;0;0;0;0;0;3;0;5;4;13;21;28;16;32;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
18.09.2022;50;130;7;12;0;3;91;115;206;1;1;1;3;1;1;7;4;3;3;5;3;2;3;8;1;2;1;0;1;0;0;0;0;1;0;0;0;3;0;4;4;16;22;32;16;31;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
19.09.2022;577;152;6;27;0;;1073;553;1626;4;2;17;12;24;21;36;36;67;59;58;59;46;33;38;35;18;12;0;1;0;0;0;0;1;0;0;0;3;0;4;5;16;29;39;17;37;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;8;8;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.09.2022;536;130;6;27;1;1;743;736;1479;5;0;15;15;23;36;37;51;56;56;42;51;34;32;27;36;9;11;0;0;0;0;0;0;1;0;0;0;3;0;5;4;14;23;30;18;31;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;3;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;1;4;1;6;6;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
21.09.2022;509;139;4;24;0;2;760;648;1408;4;5;13;17;23;24;42;37;48;50;38;43;43;34;33;28;17;10;0;0;0;0;0;0;1;0;0;0;3;0;5;4;11;22;31;22;39;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;5;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
22.09.2022;467;155;6;41;2;1;706;652;1358;2;5;10;9;13;27;32;28;43;55;33;39;25;42;44;19;21;20;0;2;0;0;0;0;1;1;0;0;5;0;4;3;17;22;34;25;40;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;4;0;0;0;2;0;0;0;0;0;1;0;0;3;0;2;0;6;6;7;6;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
23.09.2022;550;172;14;35;10;4;706;730;1436;6;1;14;9;22;29;35;40;62;53;53;33;41;53;44;25;12;18;0;2;0;0;0;1;1;2;0;0;5;0;6;6;22;24;37;26;39;1;0;0;0;0;1;0;0;0;0;1;0;1;0;3;2;3;2;1;0;0;0;0;0;1;0;1;0;0;0;0;2;3;6;6;6;5;5;0;0;0;0;0;1;0;0;0;0;0;0;1;0;3;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0
24.09.2022;58;158;12;20;2;1;95;122;217;1;1;0;0;4;4;3;3;3;1;1;3;3;6;8;9;3;5;0;2;0;0;0;1;1;2;0;1;5;0;7;7;22;19;32;23;35;1;0;0;0;0;1;0;0;0;0;1;0;1;1;3;1;1;2;1;0;0;0;0;0;0;0;0;0;1;0;0;1;2;3;1;4;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
25.09.2022;83;164;10;24;1;4;115;146;261;0;1;1;0;3;3;2;6;7;11;4;7;9;9;4;11;3;2;0;1;0;0;0;1;1;3;0;1;5;0;7;6;26;19;37;21;35;1;0;0;0;0;1;0;0;0;0;1;0;1;0;2;1;2;2;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;7;2;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0
26.09.2022;712;224;13;67;6;2;1241;546;1787;3;1;3;13;23;42;39;41;58;81;67;53;60;57;57;47;32;35;0;1;0;0;0;1;1;4;1;2;8;2;9;10;27;30;46;33;48;1;0;0;0;0;1;0;0;0;0;2;0;2;0;2;2;2;2;0;0;0;0;0;0;0;0;1;1;1;3;2;2;5;2;13;10;13;14;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
27.09.2022;802;251;17;56;6;3;862;1018;1880;9;6;16;18;39;40;51;46;73;97;66;69;67;56;58;42;26;23;0;0;0;0;0;1;1;3;1;2;8;2;10;12;28;35;53;40;54;1;0;0;0;0;0;0;0;0;0;1;0;3;1;3;2;4;3;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;5;8;17;9;12;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0
28.09.2022;51;232;17;20;3;1;112;84;196;0;1;2;1;2;4;2;7;3;4;1;1;2;0;4;7;7;3;0;0;1;0;0;2;1;2;1;2;8;2;8;12;25;34;48;41;45;0;0;0;0;0;0;0;0;0;0;1;0;3;1;3;1;4;4;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;3;5;7;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
29.09.2022;610;263;19;51;5;1;989;474;1463;6;5;1;10;27;39;31;35;40;62;48;61;32;42;57;49;33;32;0;1;1;2;1;1;1;3;1;3;8;4;11;14;26;35;53;46;52;0;0;0;0;0;0;0;0;0;0;1;0;3;1;2;1;7;4;0;0;1;0;2;1;0;1;1;0;1;1;2;4;2;3;6;8;9;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
30.09.2022;765;276;23;47;6;2;750;930;1680;4;5;6;10;33;35;50;66;58;89;75;72;50;54;58;46;30;24;0;3;1;2;1;1;1;2;1;3;8;3;13;13;26;39;51;49;59;0;0;0;0;0;0;1;0;0;0;1;0;3;1;5;1;7;4;0;0;2;0;0;0;0;1;0;0;0;0;0;3;2;5;9;6;8;11;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
01.10.2022;85;246;18;25;3;3;96;170;266;0;1;1;1;6;6;5;2;10;8;4;6;4;5;11;6;5;4;0;2;0;1;1;1;0;2;1;2;6;3;13;8;27;33;49;44;53;0;0;0;0;0;0;0;0;0;0;0;0;2;1;4;1;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;3;5;6;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0
02.10.2022;35;250;17;16;1;2;110;56;166;1;0;0;0;0;3;4;1;2;3;1;1;2;5;3;4;1;4;0;3;0;1;1;1;1;2;1;2;6;2;11;10;28;34;47;45;55;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;1;7;4;0;0;1;0;0;0;0;1;0;0;0;0;0;0;3;2;2;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
03.10.2022;779;279;16;41;2;1;1330;522;1852;8;4;3;3;36;38;61;56;58;76;75;73;62;58;64;52;25;27;0;3;1;0;1;1;2;2;3;1;5;3;10;11;33;40;51;47;65;0;1;0;0;0;0;0;0;0;0;0;0;1;0;4;1;6;3;0;0;1;1;0;0;0;1;0;2;0;1;1;0;2;7;6;6;3;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
04.10.2022;629;284;16;56;6;2;877;702;1579;0;3;3;7;25;28;30;46;52;58;63;63;48;49;48;39;37;30;0;2;1;0;1;0;3;1;1;1;4;5;11;9;31;44;53;44;73;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;3;6;2;1;0;0;1;0;0;0;1;0;0;0;0;2;3;1;1;13;10;8;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
05.10.2022;569;299;18;48;4;;828;635;1463;2;2;4;5;24;41;38;34;43;55;36;52;46;44;44;42;33;24;0;1;1;0;1;0;3;1;1;2;2;5;11;11;34;42;53;49;82;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;2;7;2;2;0;0;0;0;0;0;1;0;0;1;0;1;1;2;6;5;7;11;13;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.10.2022;469;296;22;30;4;2;654;543;1197;5;4;2;10;12;23;24;34;47;38;42;39;41;48;27;44;18;10;1;1;1;0;1;0;2;1;2;3;2;4;9;10;32;43;53;46;86;0;0;1;0;0;0;0;0;0;2;0;0;0;0;3;2;9;2;3;0;0;0;0;0;0;0;0;1;2;0;0;1;1;2;4;8;4;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
07.10.2022;525;290;20;38;2;7;674;650;1324;8;2;7;7;20;24;29;35;34;46;41;41;29;49;64;45;28;16;0;1;0;0;1;1;0;1;2;3;4;4;7;12;33;40;49;50;82;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;3;8;2;2;0;0;0;0;0;1;0;0;0;0;2;0;0;4;6;3;8;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;4;0
08.10.2022;100;257;19;28;3;2;101;147;248;1;0;2;1;3;2;6;4;8;7;5;10;4;12;11;11;4;9;0;2;0;0;0;1;0;1;2;3;2;3;3;11;29;38;47;38;77;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;8;2;4;0;1;0;0;0;0;0;0;0;0;1;0;0;1;2;5;6;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
09.10.2022;17;256;17;14;1;;109;62;171;0;0;0;0;0;1;1;1;2;1;1;0;0;1;5;1;2;1;0;2;0;0;0;1;0;1;2;3;3;4;3;9;29;37;48;39;75;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;2;8;0;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;3;4;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.10.2022;687;301;17;49;3;4;1140;524;1664;4;2;3;11;25;25;48;55;38;79;63;62;56;59;44;59;26;28;0;2;0;0;0;1;0;1;3;3;3;3;6;10;30;46;60;46;87;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;2;8;1;3;0;0;0;0;0;0;0;0;1;0;0;0;3;1;2;9;12;7;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0
11.10.2022;486;280;17;32;3;6;791;529;1320;6;4;2;5;16;25;36;35;33;51;45;46;32;27;53;38;11;21;0;0;0;1;0;0;0;0;3;2;3;2;6;10;26;43;55;47;82;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;3;7;1;2;0;0;0;1;0;0;0;0;1;0;0;0;2;3;3;7;4;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;2;0
12.10.2022;387;243;17;21;4;3;671;478;1149;4;1;6;9;20;13;27;33;29;44;29;36;19;29;29;30;20;9;0;0;0;0;0;0;0;0;5;2;3;3;5;6;21;38;51;45;64;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;6;2;2;0;0;0;0;0;0;0;0;2;1;0;2;0;1;1;2;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0
13.10.2022;341;239;18;39;3;3;659;397;1056;1;2;5;0;8;16;23;18;26;30;25;22;20;33;36;37;22;16;1;0;0;0;0;3;0;0;5;1;3;3;7;5;20;37;51;41;63;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;8;3;1;0;0;0;0;0;3;0;0;1;0;1;1;2;0;6;7;4;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0
14.10.2022;294;224;18;23;3;2;521;476;997;5;3;5;6;8;13;23;21;24;27;25;23;20;21;21;18;15;16;0;0;0;0;0;2;0;0;3;0;3;3;5;6;16;39;51;39;57;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;6;5;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
15.10.2022;36;197;19;13;2;3;75;109;184;0;0;0;2;1;2;1;2;1;2;4;2;2;2;3;3;4;5;0;0;0;0;0;3;0;0;2;0;4;3;4;5;14;35;46;31;50;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;9;4;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;3;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0
16.10.2022;21;196;20;10;1;2;99;46;145;1;0;0;0;0;0;0;0;2;2;1;0;0;4;4;4;2;1;0;0;0;0;0;3;1;0;2;0;3;3;3;5;15;36;43;33;49;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;3;9;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
17.10.2022;476;236;24;49;6;2;990;396;1386;8;3;2;6;6;18;28;29;36;44;36;43;54;38;34;38;25;28;0;0;0;0;0;2;1;0;3;0;4;4;5;11;20;38;48;42;58;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;10;5;2;0;0;0;0;0;0;0;0;1;0;1;1;2;7;6;2;9;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
18.10.2022;370;234;28;38;5;1;666;436;1102;1;3;4;2;11;16;25;29;39;38;43;26;22;36;26;22;17;10;0;0;0;0;0;2;1;1;3;0;4;6;7;12;22;38;47;37;54;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;5;10;6;2;0;0;0;0;0;0;0;1;0;0;1;2;2;2;4;6;8;3;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
19.10.2022;281;220;27;29;4;2;552;383;935;1;1;2;3;14;12;24;28;20;29;23;32;18;15;27;14;9;9;0;1;1;0;0;0;1;0;2;2;3;4;5;11;26;32;45;35;52;0;0;1;0;0;0;0;0;0;0;0;1;1;1;2;5;9;5;2;0;1;1;0;0;0;0;0;0;2;0;0;1;1;5;4;6;3;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
20.10.2022;257;213;25;18;3;2;530;344;874;2;1;3;7;10;12;20;16;18;20;32;21;13;23;20;23;11;5;0;1;1;0;0;0;1;0;2;2;4;4;5;10;25;29;43;39;47;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;5;9;5;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;4;5;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
21.10.2022;205;200;18;16;3;1;469;341;810;3;3;2;5;3;13;10;8;18;18;14;14;13;18;25;19;11;8;0;1;0;0;0;0;1;0;1;2;4;3;6;9;25;26;41;36;45;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;5;7;2;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;5;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
22.10.2022;40;164;15;12;0;;68;95;163;0;0;0;3;1;2;3;2;1;3;5;1;0;2;3;4;5;5;0;2;0;0;0;0;1;0;0;2;3;3;6;7;22;18;32;35;33;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;5;2;2;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2022;23;175;17;14;2;1;93;56;149;0;0;0;0;0;0;0;1;0;1;1;4;1;2;4;1;4;4;0;2;0;0;0;0;1;0;0;2;3;4;6;7;19;19;35;40;37;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;5;5;3;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;5;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
24.10.2022;287;201;20;34;3;2;818;316;1134;4;0;0;4;7;16;18;21;18;32;24;29;24;22;26;18;14;10;0;1;0;0;0;1;2;0;0;2;3;6;8;9;21;26;39;43;40;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;6;6;3;2;0;1;0;0;0;1;1;0;0;0;1;2;2;2;3;7;6;4;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
25.10.2022;277;188;21;32;4;;598;328;926;1;3;3;3;7;13;22;18;27;19;22;21;19;24;23;22;15;15;0;1;0;0;0;0;0;1;0;2;3;4;10;7;22;23;33;40;42;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;7;5;3;3;0;0;0;0;0;0;0;1;0;0;0;0;2;1;6;6;4;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.10.2022;216;171;19;22;2;;472;290;762;3;0;2;0;5;11;18;16;16;18;14;25;18;13;24;16;9;8;0;1;0;0;0;0;0;1;0;0;3;5;10;7;18;20;32;38;36;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;6;3;4;2;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;0;8;6;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2022;188;171;19;28;3;1;382;293;675;1;3;2;2;7;6;20;16;11;15;15;10;14;17;14;18;8;9;0;4;0;0;0;0;1;1;1;0;3;4;11;10;16;15;34;33;38;0;1;0;0;0;0;0;0;0;0;0;2;0;1;1;4;3;4;3;0;3;0;0;0;0;1;0;1;0;1;0;2;3;1;0;6;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
28.10.2022;21;145;14;10;3;2;67;56;123;0;0;0;0;0;1;1;0;1;1;0;1;3;0;1;6;3;3;0;4;0;0;0;0;1;1;1;0;2;3;9;10;16;10;29;26;33;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;1;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
29.10.2022;23;141;16;12;4;3;80;77;157;2;0;0;0;0;1;1;0;2;2;3;2;2;2;4;0;1;1;0;4;0;0;0;0;1;1;1;0;2;5;8;9;16;13;26;23;32;0;1;0;0;0;0;0;0;0;0;0;3;0;0;1;2;4;2;3;0;1;0;0;0;0;0;0;0;0;0;2;1;0;2;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
