Datum - ČR;Celkový počet nakažených;Počet hospitalizovaných celkem v daném dni;Počet hospitalizovaných na JIP celkem v daném dni;Počet nově hospitalizovaných celkem;Počet nově hospitalizovaných na JIP;Počet zemřelých;Počet antigenních testů;Počet PCR testů;počet testů CELKEM;Pozitivní ve věku 0-4 let;Pozitivní ve věku 5-9 let;Pozitivní ve věku 10-14 let;Pozitivní ve věku 15-19 let;Pozitivní ve věku 20-24 let;Pozitivní ve věku 25-29 let;Pozitivní ve věku 30-34 let;Pozitivní ve věku 35-39 let;Pozitivní ve věku 40-44 let;Pozitivní ve věku 45-49 let;Pozitivní ve věku 50-54 let;Pozitivní ve věku 55-59 let;Pozitivní ve věku 60-64 let;Pozitivní ve věku 65-69 let;Pozitivní ve věku 70-74 let;Pozitivní ve věku 75-79 let;Pozitivní ve věku 80-84 let;Pozitivní ve věku 85+ let;Pozitivní - věk neznámý;Hospitalizovaní celkem v daném dni ve věku 0-4 let;Hospitalizovaní celkem v daném dni ve věku 5-9 let;Hospitalizovaní celkem v daném dni ve věku 10-14 let;Hospitalizovaní celkem v daném dni ve věku 15-19 let;Hospitalizovaní celkem v daném dni ve věku 20-24 let;Hospitalizovaní celkem v daném dni ve věku 25-29 let;Hospitalizovaní celkem v daném dni ve věku 30-34 let;Hospitalizovaní celkem v daném dni ve věku 35-39 let;Hospitalizovaní celkem v daném dni ve věku 40-44 let;Hospitalizovaní celkem v daném dni ve věku 45-49 let;Hospitalizovaní celkem v daném dni ve věku 50-54 let;Hospitalizovaní celkem v daném dni ve věku 55-59 let;Hospitalizovaní celkem v daném dni ve věku 60-64 let;Hospitalizovaní celkem v daném dni ve věku 65-69 let;Hospitalizovaní celkem v daném dni ve věku 70-74 let;Hospitalizovaní celkem v daném dni ve věku 75-79 let;Hospitalizovaní celkem v daném dni ve věku 80-84 let;Hospitalizovaní celkem v daném dni ve věku 85+ let;Hospitalizovaní celkem v daném dni - věk neznámý;Hospitalizovaní na JIP celkem v daném dni ve věku 0-4 let;Hospitalizovaní na JIP celkem v daném dni ve věku 5-9 let;Hospitalizovaní na JIP celkem v daném dni ve věku 10-14 let;Hospitalizovaní na JIP celkem v daném dni ve věku 15-19 let;Hospitalizovaní na JIP celkem v daném dni ve věku 20-24 let;Hospitalizovaní na JIP celkem v daném dni ve věku 25-29 let;Hospitalizovaní na JIP celkem v daném dni ve věku 30-34 let;Hospitalizovaní na JIP celkem v daném dni ve věku 35-39 let;Hospitalizovaní na JIP celkem v daném dni ve věku 40-44 let;Hospitalizovaní na JIP celkem v daném dni ve věku 45-49 let;Hospitalizovaní na JIP celkem v daném dni ve věku 50-54 let;Hospitalizovaní na JIP celkem v daném dni ve věku 55-59 let;Hospitalizovaní na JIP celkem v daném dni ve věku 60-64 let;Hospitalizovaní na JIP celkem v daném dni ve věku 65-69 let;Hospitalizovaní na JIP celkem v daném dni ve věku 70-74 let;Hospitalizovaní na JIP celkem v daném dni ve věku 75-79 let;Hospitalizovaní na JIP celkem v daném dni ve věku 80-84 let;Hospitalizovaní na JIP celkem v daném dni ve věku 85+ let;Hospitalizovaní na JIP celkem v daném dni - věk neznámý;Hospitalizovaní nově v daném dni ve věku 0-4 let;Hospitalizovaní nově v daném dni ve věku 5-9 let;Hospitalizovaní nově v daném dni ve věku 10-14 let;Hospitalizovaní nově v daném dni ve věku 15-19 let;Hospitalizovaní nově v daném dni ve věku 20-24 let;Hospitalizovaní nově v daném dni ve věku 25-29 let;Hospitalizovaní nově v daném dni ve věku 30-34 let;Hospitalizovaní nově v daném dni ve věku 35-39 let;Hospitalizovaní nově v daném dni ve věku 40-44 let;Hospitalizovaní nově v daném dni ve věku 45-49 let;Hospitalizovaní nově v daném dni ve věku 50-54 let;Hospitalizovaní nově v daném dni ve věku 55-59 let;Hospitalizovaní nově v daném dni ve věku 60-64 let;Hospitalizovaní nově v daném dni ve věku 65-69 let;Hospitalizovaní nově v daném dni ve věku 70-74 let;Hospitalizovaní nově v daném dni ve věku 75-79 let;Hospitalizovaní nově v daném dni ve věku 80-84 let;Hospitalizovaní nově v daném dni ve věku 85+ let;Hospitalizovaní nově v daném dni - věk neznámý;Hospitalizovaní na JIP nově v daném dni ve věku 0-4 let;Hospitalizovaní na JIP nově v daném dni ve věku 5-9 let;Hospitalizovaní na JIP nově v daném dni ve věku 10-14 let;Hospitalizovaní na JIP nově v daném dni ve věku 15-19 let;Hospitalizovaní na JIP nově v daném dni ve věku 20-24 let;Hospitalizovaní na JIP nově v daném dni ve věku 25-29 let;Hospitalizovaní na JIP nově v daném dni ve věku 30-34 let;Hospitalizovaní na JIP nově v daném dni ve věku 35-39 let;Hospitalizovaní na JIP nově v daném dni ve věku 40-44 let;Hospitalizovaní na JIP nově v daném dni ve věku 45-49 let;Hospitalizovaní na JIP nově v daném dni ve věku 50-54 let;Hospitalizovaní na JIP nově v daném dni ve věku 55-59 let;Hospitalizovaní na JIP nově v daném dni ve věku 60-64 let;Hospitalizovaní na JIP nově v daném dni ve věku 65-69 let;Hospitalizovaní na JIP nově v daném dni ve věku 70-74 let;Hospitalizovaní na JIP nově v daném dni ve věku 75-79 let;Hospitalizovaní na JIP nově v daném dni ve věku 80-84 let;Hospitalizovaní na JIP nově v daném dni ve věku 85+ let;Hospitalizovaní na JIP nově v daném dni - věk neznámý;Zemřelí ve věku 0-4 let;Zemřelí ve věku 5-9 let;Zemřelí ve věku 10-14 let;Zemřelí ve věku 15-19 let;Zemřelí ve věku 20-24 let;Zemřelí ve věku 25-29 let;Zemřelí ve věku 30-34 let;Zemřelí ve věku 35-39 let;Zemřelí ve věku 40-44 let;Zemřelí ve věku 45-49 let;Zemřelí ve věku 50-54 let;Zemřelí ve věku 55-59 let;Zemřelí ve věku 60-64 let;Zemřelí ve věku 65-69 let;Zemřelí ve věku 70-74 let;Zemřelí ve věku 75-79 let;Zemřelí ve věku 80-84 let;Zemřelí ve věku 85+ let;Zemřelí - věk neznámý
11.03.2020;31;2;;2;0;;;;;0;1;1;1;2;2;3;0;1;5;2;2;2;6;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2020;22;3;;1;0;;;;;0;0;2;0;0;5;1;0;2;1;3;2;5;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.03.2020;25;4;;2;0;;;;;2;1;1;1;2;0;3;3;2;2;1;2;3;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2020;48;4;;1;0;;;;;1;3;2;1;1;8;4;4;8;3;2;3;1;4;0;0;0;2;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2020;109;6;;2;0;;;;;2;2;3;2;5;14;12;7;8;9;9;5;9;9;6;0;2;3;2;0;0;0;0;0;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2020;86;19;3;14;3;;;;;0;2;2;1;6;8;9;6;12;7;8;6;4;3;3;1;3;1;4;0;0;0;0;1;3;2;3;1;0;1;3;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;2;1;2;1;0;1;2;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.03.2020;72;49;7;33;4;;;;;0;1;1;1;8;4;6;9;5;11;4;7;4;5;3;1;0;0;2;0;0;0;0;4;3;3;5;4;2;2;5;6;5;2;2;3;3;0;0;0;0;0;0;0;1;0;1;0;1;1;2;0;0;1;0;0;0;0;0;0;0;3;1;2;2;3;2;1;3;5;4;1;1;3;2;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2020;110;50;9;5;2;;;;;2;3;3;2;8;9;8;7;13;11;7;9;7;7;6;3;2;3;0;0;0;0;0;3;3;3;4;4;1;3;5;5;7;2;3;3;4;0;0;0;0;0;0;0;1;0;1;0;2;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.03.2020;207;55;10;8;2;;;;;1;3;3;4;13;26;25;15;28;32;14;13;7;8;5;4;1;2;3;0;0;0;1;4;3;3;4;5;1;3;5;7;6;2;4;3;4;0;0;0;0;0;0;0;1;0;2;0;2;0;2;1;0;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.03.2020;125;66;16;16;7;;;;;0;3;7;3;10;13;11;18;10;12;13;10;2;5;5;0;0;1;2;0;0;0;1;5;2;3;3;6;1;5;7;9;5;7;4;3;5;0;0;0;0;0;0;0;0;0;3;0;4;1;2;3;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;2;2;2;1;5;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.03.2020;160;79;18;18;2;;;;;7;2;1;3;9;14;9;19;19;20;17;19;3;7;5;1;0;1;4;1;1;0;1;5;3;3;6;8;4;4;6;9;7;8;6;3;4;0;0;0;0;0;0;0;0;0;4;0;4;1;2;3;2;1;1;0;0;1;1;0;0;1;1;0;3;3;3;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2020;115;97;27;22;10;1;;;;1;3;3;5;5;12;7;8;10;16;10;14;2;7;6;2;3;1;0;1;0;0;1;5;3;4;6;12;4;8;6;10;9;11;7;3;7;0;0;0;0;0;0;0;1;0;4;0;4;1;3;5;4;2;1;2;0;0;0;0;0;0;0;1;1;4;2;4;0;1;2;3;1;0;3;0;0;0;0;0;0;0;1;0;0;0;1;0;1;2;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
23.03.2020;127;117;31;26;5;;;;;4;0;5;6;6;9;8;12;10;13;14;13;7;7;5;5;1;2;0;3;0;0;1;5;5;6;5;11;5;10;7;11;13;12;10;5;8;0;0;0;0;0;0;0;1;0;4;0;5;1;2;6;5;2;2;3;0;2;0;0;0;0;2;2;0;0;2;3;1;1;4;2;3;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.03.2020;185;135;41;25;11;2;;;;3;5;3;2;12;14;13;13;24;21;22;17;11;7;7;7;1;3;0;2;0;0;1;4;3;6;5;17;5;13;10;13;12;18;12;6;8;0;0;0;0;0;0;0;0;0;7;0;5;2;5;6;6;3;3;4;0;0;0;0;0;0;0;0;1;6;0;3;4;2;0;6;2;1;0;0;0;0;0;0;0;0;0;0;3;0;0;1;3;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
25.03.2020;294;175;54;48;16;7;;;;5;3;3;8;17;21;22;25;29;33;24;23;16;15;12;9;8;17;4;2;0;0;1;5;4;8;6;17;6;13;12;13;17;20;19;12;20;0;1;0;0;0;0;0;1;1;6;0;6;4;6;8;5;6;4;6;0;1;0;0;0;1;1;2;2;1;2;1;2;1;5;4;7;6;12;0;1;0;0;0;0;0;1;1;0;0;1;2;1;2;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;0
26.03.2020;260;205;51;49;8;;;;;3;1;3;11;14;24;25;23;22;26;18;33;15;13;9;6;5;8;1;2;0;0;1;6;3;8;7;16;7;15;14;16;16;23;26;17;28;0;0;0;0;0;0;0;0;2;4;0;6;3;7;8;8;5;4;4;0;0;0;0;0;3;0;1;2;1;1;4;4;4;0;5;8;6;10;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.03.2020;379;237;59;40;10;2;;;;3;1;8;12;13;27;33;27;41;39;32;29;14;19;15;14;18;31;3;1;0;0;2;4;3;7;7;17;10;16;18;23;18;28;28;22;33;0;0;0;0;0;0;0;0;2;4;0;6;5;6;9;10;5;5;7;0;0;0;0;1;0;1;0;0;2;3;3;4;7;2;5;2;5;5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
28.03.2020;264;271;63;45;11;5;;;;1;2;8;6;18;27;23;17;22;38;16;23;9;14;9;15;8;7;1;1;0;0;2;3;4;9;7;17;11;16;21;27;22;32;30;28;41;0;0;0;0;0;0;0;1;1;4;0;6;6;6;7;10;5;6;11;0;0;0;0;0;0;2;2;1;1;1;0;4;4;5;6;3;6;10;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0
29.03.2020;159;282;61;28;5;6;;;;4;2;5;3;9;16;14;8;18;12;10;11;7;11;14;1;4;10;0;1;0;0;2;2;4;9;5;17;14;16;21;29;23;31;38;28;42;0;0;0;0;0;0;0;0;1;4;0;6;6;6;7;9;7;4;11;0;0;0;0;0;0;1;1;0;0;3;1;1;2;3;2;8;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;3;0
30.03.2020;184;294;73;25;14;5;;;;2;2;2;6;27;10;10;9;8;21;22;8;11;13;13;8;8;4;0;1;0;0;2;2;6;8;5;18;13;15;26;31;25;37;39;27;39;0;0;0;0;0;0;0;0;1;5;0;6;9;7;9;13;9;4;10;0;0;0;0;0;0;2;0;0;3;0;0;5;2;3;6;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;2;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3;0
31.03.2020;308;322;82;44;10;7;;;;4;4;5;11;18;21;18;23;32;30;34;16;20;15;22;11;13;10;1;1;1;0;2;2;7;9;6;18;12;16;25;31;31;39;41;39;42;0;0;0;0;0;0;1;0;2;5;0;6;9;7;11;14;12;5;10;0;0;1;0;0;0;2;1;1;1;0;2;2;1;7;4;4;12;6;0;0;0;0;0;0;1;0;1;0;0;0;0;1;2;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;3;0
01.04.2020;284;345;88;45;11;8;;;;4;5;6;4;17;30;15;19;20;32;20;22;20;17;17;10;9;17;0;1;0;0;3;1;7;7;5;18;13;16;31;35;36;40;47;40;45;0;0;0;0;0;0;1;0;2;6;0;6;9;9;11;15;16;3;10;0;0;0;0;1;0;1;0;0;2;3;1;6;5;7;2;7;4;6;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;2;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;4;0
02.04.2020;268;351;87;39;12;6;;;;5;4;5;8;25;21;22;12;21;33;25;25;9;14;8;12;7;9;3;0;0;0;3;2;7;4;5;16;12;16;29;32;41;40;49;41;54;0;0;0;0;0;0;1;0;2;6;1;5;6;8;13;14;18;5;8;0;0;0;0;0;1;0;0;1;1;1;0;2;1;8;2;5;5;12;0;0;0;0;0;0;0;0;0;1;1;0;0;0;4;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;2;0
03.04.2020;334;375;94;41;14;8;;;;2;5;10;6;15;27;35;32;36;41;31;26;12;17;12;4;11;11;1;0;0;0;3;2;7;4;4;20;12;18;28;33;49;44;51;44;56;0;0;0;0;0;0;0;0;2;7;2;5;6;9;16;16;20;4;7;0;0;0;0;0;0;0;0;0;4;2;2;1;2;8;6;6;6;4;0;0;0;0;0;0;0;0;0;1;1;0;1;1;3;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;3;0
04.04.2020;284;365;90;29;3;9;;;;3;4;13;5;31;16;19;17;28;29;17;22;14;13;13;11;12;8;9;1;0;0;2;0;5;4;4;18;13;15;30;32;41;42;52;46;60;0;0;0;0;0;0;0;0;0;7;2;5;6;9;14;15;19;4;9;0;1;0;0;0;0;0;1;0;0;2;1;4;2;1;2;2;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;5;0
05.04.2020;118;371;91;25;8;8;;;;3;2;3;4;8;7;6;8;8;9;9;6;7;13;10;4;4;7;0;2;0;0;2;0;4;3;3;18;13;15;30;29;44;49;50;49;60;0;0;0;0;0;0;0;0;0;6;3;5;6;9;15;16;18;6;7;0;1;0;0;0;0;0;0;0;1;0;0;2;0;3;7;1;6;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;3;0
06.04.2020;237;395;96;40;10;8;;;;4;1;2;11;19;20;16;18;17;25;13;16;12;14;19;9;6;12;3;2;0;0;2;0;6;5;5;21;14;14;29;28;45;56;53;54;61;0;0;0;0;0;0;0;0;0;7;3;5;5;9;16;17;19;9;6;0;0;0;0;0;0;2;3;2;4;2;0;0;2;2;10;3;6;4;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;2;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;5;0
07.04.2020;196;413;102;47;13;10;;;;3;1;8;4;13;13;9;9;17;23;16;12;14;10;10;12;9;8;5;2;0;0;1;0;6;5;5;14;14;16;31;30;49;60;63;56;61;0;0;0;0;0;0;0;0;0;6;3;5;7;9;18;20;20;10;4;0;0;0;0;0;0;0;0;1;0;1;3;4;3;7;7;11;4;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;3;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;1;1;3;0
08.04.2020;294;423;96;36;7;15;;;;7;3;6;12;13;16;18;16;25;38;31;21;16;18;12;10;9;18;5;2;0;1;1;2;6;7;5;14;17;17;29;28;49;58;65;60;62;0;0;0;0;0;0;0;0;0;6;3;5;7;7;17;18;19;9;5;0;0;0;1;0;2;0;2;0;0;3;2;3;1;4;2;5;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;3;7;0
09.04.2020;259;417;94;37;9;10;;;;3;3;4;4;10;18;14;11;20;22;19;19;17;23;17;15;13;24;3;0;0;0;1;2;4;7;4;14;17;15;25;27;52;59;62;63;65;0;0;0;0;0;0;0;0;0;5;4;4;7;8;17;17;17;10;5;0;0;0;0;0;0;0;2;0;0;1;0;2;3;5;5;3;7;9;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;5;0
10.04.2020;163;407;90;26;8;11;;;;3;1;6;5;10;14;6;18;12;19;11;7;12;9;6;8;8;4;4;0;0;0;0;1;5;6;5;14;17;15;23;27;50;57;60;64;63;0;0;0;0;0;0;0;0;0;5;4;5;7;8;16;17;12;12;4;0;0;0;0;0;0;1;0;1;2;1;1;2;2;6;3;2;3;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;3;3;1;0
11.04.2020;171;407;94;24;12;8;;;;3;2;7;7;6;13;11;7;15;10;22;14;13;14;14;3;5;4;1;0;0;0;0;1;7;3;6;12;15;14;24;31;48;57;60;64;65;0;0;0;0;0;0;0;0;1;4;4;4;8;9;16;17;12;15;4;0;0;0;0;0;0;2;0;1;1;1;0;1;4;1;3;4;3;3;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;3;2;0
12.04.2020;89;402;99;17;7;10;;;;0;1;4;1;3;8;3;7;9;8;6;9;7;3;6;2;5;6;1;0;0;0;0;1;6;2;6;12;14;13;23;31;48;57;62;62;65;0;0;0;0;0;0;0;0;1;4;4;6;9;9;18;17;13;13;5;0;0;0;0;0;0;0;0;1;0;0;2;0;1;1;3;5;2;2;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;5;0
13.04.2020;68;395;93;13;1;11;;;;1;0;3;1;7;2;4;4;1;8;4;5;2;5;4;1;3;8;5;0;0;0;0;2;6;2;6;10;14;12;23;31;50;54;62;60;63;0;0;0;0;0;0;0;0;1;3;3;6;9;9;18;16;12;11;5;0;0;0;0;0;1;0;0;0;0;0;0;1;2;2;0;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;1;4;0
14.04.2020;82;385;83;11;2;9;;;;2;1;3;2;3;8;6;4;4;8;6;11;7;3;0;5;4;2;3;0;0;0;0;2;8;2;6;10;15;12;21;30;49;51;59;59;61;0;0;0;0;0;0;0;0;1;3;3;6;6;7;16;14;13;10;4;0;0;0;0;0;0;2;0;0;0;1;0;0;1;2;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;3;1;0;0
15.04.2020;160;370;79;21;4;;;;;1;3;4;10;11;11;13;7;8;12;16;15;10;8;8;6;8;7;2;0;1;0;0;1;8;1;5;10;14;12;22;26;47;50;55;59;59;0;0;1;0;0;0;0;0;0;1;4;6;5;7;16;12;13;10;4;0;0;1;0;0;0;1;0;0;3;1;1;1;1;2;2;2;4;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2020;134;362;87;23;11;2;;;;3;1;5;0;3;6;4;8;10;9;15;17;10;10;8;5;5;10;5;1;1;0;0;1;8;1;4;7;14;14;19;27;46;47;57;59;56;0;0;1;0;0;0;0;0;0;1;5;6;6;8;18;14;13;10;5;0;1;0;0;0;0;0;0;0;0;2;3;1;3;2;2;3;5;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
17.04.2020;116;355;86;28;8;8;;;;0;5;2;1;7;6;7;7;10;8;6;8;11;7;5;5;5;11;5;0;1;0;1;1;6;2;4;5;16;14;16;27;44;45;55;61;57;0;0;1;0;0;0;0;0;0;0;5;8;6;7;18;14;11;10;6;0;0;0;0;1;1;0;1;1;1;3;1;1;1;3;2;4;5;3;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;2;0
18.04.2020;105;338;81;16;5;4;;;;2;2;0;3;7;8;8;6;8;14;12;8;6;8;2;2;6;3;0;0;1;0;2;2;5;1;4;4;15;14;16;26;44;40;55;57;52;0;0;1;0;0;0;0;0;0;0;4;8;6;8;16;13;11;9;5;0;0;0;0;1;1;0;0;0;1;1;1;0;1;2;1;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0
19.04.2020;93;345;84;24;8;9;;;;3;0;3;2;7;7;3;6;10;6;3;6;12;8;4;6;6;1;0;0;1;0;2;2;5;1;4;4;15;13;15;27;45;41;56;58;56;0;0;1;0;0;0;0;0;0;0;4;8;6;9;17;14;10;9;6;0;0;0;0;0;0;1;1;1;0;1;0;0;1;2;3;4;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;3;2;0
20.04.2020;154;348;86;26;11;7;;;;4;4;4;3;7;8;7;8;8;13;5;12;7;7;8;9;12;21;7;1;1;0;2;1;5;2;6;4;17;14;15;27;42;44;55;51;61;0;0;1;0;0;0;0;1;0;0;4;7;8;8;16;18;11;4;8;0;1;0;0;1;0;0;1;2;1;2;1;1;1;0;5;4;1;5;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;4;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;3;0
21.04.2020;133;365;82;44;8;8;;;;3;0;3;7;5;11;4;6;14;14;7;8;5;6;6;7;8;19;0;1;1;0;2;1;3;3;6;5;15;14;18;24;40;45;59;58;70;0;0;0;0;0;0;0;2;0;0;4;7;8;7;13;15;13;5;8;0;0;0;0;0;0;0;1;1;1;0;0;3;3;2;4;7;9;13;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;1;2;0
22.04.2020;99;342;78;16;5;2;;;;3;4;6;5;6;7;7;4;7;9;7;7;4;7;7;2;2;3;2;1;0;0;1;1;3;3;7;3;16;13;19;22;40;39;53;53;68;0;0;0;0;0;0;0;1;2;0;4;7;8;7;13;13;11;5;7;0;0;0;0;0;0;0;0;1;0;3;0;3;1;2;0;3;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
23.04.2020;57;335;75;27;9;6;;;;0;1;3;3;1;6;1;2;4;7;5;7;6;2;0;3;2;3;1;0;0;1;1;3;2;3;7;3;14;13;20;20;42;37;49;52;68;0;0;0;0;0;0;0;0;2;0;3;6;8;6;15;11;13;4;7;0;0;0;1;0;2;0;1;1;2;0;0;1;2;6;3;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;0
