Datum - Moravskoslezský kraj;Celkový počet nakažených;Počet hospitalizovaných celkem v daném dni;Počet hospitalizovaných na JIP celkem v daném dni;Počet nově hospitalizovaných celkem;Počet nově hospitalizovaných na JIP;Počet zemřelých;Počet antigenních testů;Počet PCR testů;počet testů CELKEM;Pozitivní ve věku 0-4 let;Pozitivní ve věku 5-9 let;Pozitivní ve věku 10-14 let;Pozitivní ve věku 15-19 let;Pozitivní ve věku 20-24 let;Pozitivní ve věku 25-29 let;Pozitivní ve věku 30-34 let;Pozitivní ve věku 35-39 let;Pozitivní ve věku 40-44 let;Pozitivní ve věku 45-49 let;Pozitivní ve věku 50-54 let;Pozitivní ve věku 55-59 let;Pozitivní ve věku 60-64 let;Pozitivní ve věku 65-69 let;Pozitivní ve věku 70-74 let;Pozitivní ve věku 75-79 let;Pozitivní ve věku 80-84 let;Pozitivní ve věku 85+ let;Pozitivní - věk neznámý;Hospitalizovaní celkem v daném dni ve věku 0-4 let;Hospitalizovaní celkem v daném dni ve věku 5-9 let;Hospitalizovaní celkem v daném dni ve věku 10-14 let;Hospitalizovaní celkem v daném dni ve věku 15-19 let;Hospitalizovaní celkem v daném dni ve věku 20-24 let;Hospitalizovaní celkem v daném dni ve věku 25-29 let;Hospitalizovaní celkem v daném dni ve věku 30-34 let;Hospitalizovaní celkem v daném dni ve věku 35-39 let;Hospitalizovaní celkem v daném dni ve věku 40-44 let;Hospitalizovaní celkem v daném dni ve věku 45-49 let;Hospitalizovaní celkem v daném dni ve věku 50-54 let;Hospitalizovaní celkem v daném dni ve věku 55-59 let;Hospitalizovaní celkem v daném dni ve věku 60-64 let;Hospitalizovaní celkem v daném dni ve věku 65-69 let;Hospitalizovaní celkem v daném dni ve věku 70-74 let;Hospitalizovaní celkem v daném dni ve věku 75-79 let;Hospitalizovaní celkem v daném dni ve věku 80-84 let;Hospitalizovaní celkem v daném dni ve věku 85+ let;Hospitalizovaní celkem v daném dni - věk neznámý;Hospitalizovaní na JIP celkem v daném dni ve věku 0-4 let;Hospitalizovaní na JIP celkem v daném dni ve věku 5-9 let;Hospitalizovaní na JIP celkem v daném dni ve věku 10-14 let;Hospitalizovaní na JIP celkem v daném dni ve věku 15-19 let;Hospitalizovaní na JIP celkem v daném dni ve věku 20-24 let;Hospitalizovaní na JIP celkem v daném dni ve věku 25-29 let;Hospitalizovaní na JIP celkem v daném dni ve věku 30-34 let;Hospitalizovaní na JIP celkem v daném dni ve věku 35-39 let;Hospitalizovaní na JIP celkem v daném dni ve věku 40-44 let;Hospitalizovaní na JIP celkem v daném dni ve věku 45-49 let;Hospitalizovaní na JIP celkem v daném dni ve věku 50-54 let;Hospitalizovaní na JIP celkem v daném dni ve věku 55-59 let;Hospitalizovaní na JIP celkem v daném dni ve věku 60-64 let;Hospitalizovaní na JIP celkem v daném dni ve věku 65-69 let;Hospitalizovaní na JIP celkem v daném dni ve věku 70-74 let;Hospitalizovaní na JIP celkem v daném dni ve věku 75-79 let;Hospitalizovaní na JIP celkem v daném dni ve věku 80-84 let;Hospitalizovaní na JIP celkem v daném dni ve věku 85+ let;Hospitalizovaní na JIP celkem v daném dni - věk neznámý;Hospitalizovaní nově v daném dni ve věku 0-4 let;Hospitalizovaní nově v daném dni ve věku 5-9 let;Hospitalizovaní nově v daném dni ve věku 10-14 let;Hospitalizovaní nově v daném dni ve věku 15-19 let;Hospitalizovaní nově v daném dni ve věku 20-24 let;Hospitalizovaní nově v daném dni ve věku 25-29 let;Hospitalizovaní nově v daném dni ve věku 30-34 let;Hospitalizovaní nově v daném dni ve věku 35-39 let;Hospitalizovaní nově v daném dni ve věku 40-44 let;Hospitalizovaní nově v daném dni ve věku 45-49 let;Hospitalizovaní nově v daném dni ve věku 50-54 let;Hospitalizovaní nově v daném dni ve věku 55-59 let;Hospitalizovaní nově v daném dni ve věku 60-64 let;Hospitalizovaní nově v daném dni ve věku 65-69 let;Hospitalizovaní nově v daném dni ve věku 70-74 let;Hospitalizovaní nově v daném dni ve věku 75-79 let;Hospitalizovaní nově v daném dni ve věku 80-84 let;Hospitalizovaní nově v daném dni ve věku 85+ let;Hospitalizovaní nově v daném dni - věk neznámý;Hospitalizovaní na JIP nově v daném dni ve věku 0-4 let;Hospitalizovaní na JIP nově v daném dni ve věku 5-9 let;Hospitalizovaní na JIP nově v daném dni ve věku 10-14 let;Hospitalizovaní na JIP nově v daném dni ve věku 15-19 let;Hospitalizovaní na JIP nově v daném dni ve věku 20-24 let;Hospitalizovaní na JIP nově v daném dni ve věku 25-29 let;Hospitalizovaní na JIP nově v daném dni ve věku 30-34 let;Hospitalizovaní na JIP nově v daném dni ve věku 35-39 let;Hospitalizovaní na JIP nově v daném dni ve věku 40-44 let;Hospitalizovaní na JIP nově v daném dni ve věku 45-49 let;Hospitalizovaní na JIP nově v daném dni ve věku 50-54 let;Hospitalizovaní na JIP nově v daném dni ve věku 55-59 let;Hospitalizovaní na JIP nově v daném dni ve věku 60-64 let;Hospitalizovaní na JIP nově v daném dni ve věku 65-69 let;Hospitalizovaní na JIP nově v daném dni ve věku 70-74 let;Hospitalizovaní na JIP nově v daném dni ve věku 75-79 let;Hospitalizovaní na JIP nově v daném dni ve věku 80-84 let;Hospitalizovaní na JIP nově v daném dni ve věku 85+ let;Hospitalizovaní na JIP nově v daném dni - věk neznámý;Zemřelí ve věku 0-4 let;Zemřelí ve věku 5-9 let;Zemřelí ve věku 10-14 let;Zemřelí ve věku 15-19 let;Zemřelí ve věku 20-24 let;Zemřelí ve věku 25-29 let;Zemřelí ve věku 30-34 let;Zemřelí ve věku 35-39 let;Zemřelí ve věku 40-44 let;Zemřelí ve věku 45-49 let;Zemřelí ve věku 50-54 let;Zemřelí ve věku 55-59 let;Zemřelí ve věku 60-64 let;Zemřelí ve věku 65-69 let;Zemřelí ve věku 70-74 let;Zemřelí ve věku 75-79 let;Zemřelí ve věku 80-84 let;Zemřelí ve věku 85+ let;Zemřelí - věk neznámý
16.03.2020;11;3;1;3;1;;;;;0;0;0;0;1;0;2;1;2;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.03.2020;6;4;1;1;0;;;;;0;0;0;0;0;1;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2020;19;4;1;0;0;;;;;0;0;1;0;0;2;1;0;2;1;1;4;1;1;3;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.03.2020;23;4;1;0;0;;;;;0;0;0;1;2;3;2;5;1;3;0;3;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.03.2020;16;4;2;0;1;;;;;0;0;2;0;1;2;2;0;3;1;2;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.03.2020;17;6;3;3;1;;;;;0;0;0;1;1;0;2;3;2;3;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2020;18;7;5;2;2;;;;;0;0;1;2;0;0;0;2;0;6;2;2;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;3;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.03.2020;19;9;5;2;0;;;;;1;0;0;1;1;0;1;2;3;1;3;3;1;0;1;1;0;0;0;1;0;0;0;0;0;1;0;3;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.03.2020;19;12;7;3;2;1;;;;1;0;1;0;1;3;0;2;3;0;1;5;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;3;0;0;0;2;0;1;2;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
25.03.2020;39;12;7;1;1;;;;;1;1;1;1;2;1;3;6;3;6;1;4;4;2;3;0;0;0;0;1;0;0;0;0;0;1;1;2;0;0;0;2;0;1;2;0;2;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.03.2020;30;16;6;4;1;;;;;0;0;0;0;4;2;2;0;3;4;1;3;3;6;1;0;1;0;0;1;0;0;0;0;0;1;1;2;0;0;0;3;0;2;2;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.03.2020;32;17;7;2;1;;;;;0;0;1;2;0;2;5;1;2;3;6;1;4;3;0;1;1;0;0;0;0;0;0;0;0;1;1;2;0;0;1;4;0;2;2;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.03.2020;10;17;5;0;0;;;;;1;0;0;1;0;1;0;2;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;1;4;0;2;2;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.03.2020;9;15;4;0;0;;;;;1;0;0;0;0;3;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;4;0;1;2;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.03.2020;13;14;5;2;1;1;;;;0;0;0;1;1;0;0;2;1;3;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;0;3;2;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
31.03.2020;13;17;5;4;0;1;;;;0;1;1;0;0;0;2;0;1;0;1;0;2;0;0;1;1;3;0;0;0;0;0;0;0;0;0;1;0;0;3;4;0;3;2;1;3;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
01.04.2020;19;18;6;3;2;1;;;;0;0;0;0;3;2;1;2;1;2;1;2;1;1;2;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3;3;1;3;2;1;3;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
02.04.2020;15;20;4;3;0;;;;;1;0;0;0;0;2;2;0;1;1;1;2;0;1;0;1;2;1;0;0;0;0;0;0;1;0;0;1;0;0;3;3;2;2;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2020;31;24;4;4;1;1;;;;0;0;3;0;3;4;1;0;4;8;3;1;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;2;0;0;3;4;2;2;3;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
04.04.2020;71;22;4;1;0;;;;;1;1;6;2;4;3;8;2;3;10;4;7;4;0;3;3;5;4;1;0;0;0;0;0;0;0;0;2;0;0;3;4;2;2;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.04.2020;7;23;4;2;0;;;;;0;0;0;0;0;1;0;0;0;1;1;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;3;3;2;3;3;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.04.2020;48;33;5;11;1;2;;;;1;1;1;2;3;4;1;1;2;1;3;3;3;2;4;4;3;8;1;0;0;0;0;0;1;0;0;2;1;0;3;3;2;5;3;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;2;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
07.04.2020;31;39;4;9;0;;;;;1;0;2;0;1;2;0;3;6;2;2;4;2;1;3;0;1;1;0;0;0;0;0;0;1;0;0;1;1;0;3;5;3;6;7;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.04.2020;36;38;3;3;0;2;;;;1;0;2;2;2;0;2;3;1;6;8;1;1;1;1;3;1;1;0;0;0;0;0;0;1;0;0;1;1;0;1;5;4;6;6;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
09.04.2020;52;40;3;4;0;1;;;;0;1;0;0;2;2;4;2;8;3;4;4;3;2;1;4;5;7;0;0;0;0;0;0;1;0;0;1;1;0;1;4;4;7;6;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
10.04.2020;14;45;4;8;1;;;;;0;0;0;0;2;1;1;2;0;1;0;1;3;2;0;0;0;0;1;0;0;0;0;0;1;0;0;2;1;0;2;6;4;6;7;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2020;30;48;6;4;2;;;;;1;0;0;1;1;3;1;2;3;2;2;3;2;3;2;0;2;2;0;0;0;0;0;0;1;0;0;1;1;0;3;7;4;7;7;8;9;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2020;21;49;7;4;1;1;;;;0;0;2;0;2;0;1;1;1;3;0;3;2;2;1;0;2;1;0;0;0;0;0;0;0;0;0;1;1;0;3;7;4;7;8;8;10;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
13.04.2020;7;54;7;6;0;1;;;;0;0;0;0;0;0;2;0;0;0;2;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;3;7;6;7;9;10;10;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
14.04.2020;24;52;6;2;0;;;;;0;0;1;0;0;2;0;1;2;2;2;5;3;1;0;3;2;0;0;0;0;0;0;0;0;0;0;1;2;0;3;6;5;7;8;10;10;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.04.2020;27;60;5;9;0;;;;;1;0;0;1;0;2;3;0;2;4;4;4;1;2;0;0;2;1;0;0;0;0;0;0;0;0;0;2;2;0;3;6;6;7;9;14;11;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2020;25;59;7;1;2;1;;;;0;0;1;0;0;1;0;2;0;0;2;3;3;2;3;1;2;4;1;0;0;0;0;0;0;0;0;2;2;0;2;6;6;7;9;14;11;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
17.04.2020;35;60;8;6;1;2;;;;0;0;0;0;5;2;0;0;3;2;2;1;5;3;0;4;1;4;3;0;0;0;0;0;0;0;0;2;2;0;1;6;8;6;8;16;11;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
18.04.2020;19;63;9;6;2;1;;;;0;0;0;1;4;1;0;1;1;3;2;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;1;6;9;6;10;16;11;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
19.04.2020;9;65;11;4;2;3;;;;0;0;0;0;0;1;0;1;0;1;0;2;1;0;2;0;1;0;0;0;0;0;0;1;0;0;0;1;2;0;1;7;10;7;9;16;11;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0
20.04.2020;22;68;13;6;4;1;;;;1;1;1;0;0;2;2;0;2;1;0;1;2;3;3;0;0;2;1;0;0;0;0;1;0;1;0;0;4;0;1;8;10;8;9;14;12;0;0;0;0;0;0;0;1;0;0;0;0;0;5;4;1;0;0;2;0;0;0;0;0;0;0;1;0;0;2;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
21.04.2020;39;78;12;13;1;2;;;;1;0;0;2;3;2;1;1;1;3;2;4;2;0;4;3;4;6;0;0;0;0;0;1;0;2;0;0;4;0;3;7;11;10;9;14;17;0;0;0;0;0;0;0;2;0;0;0;0;0;4;3;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;2;1;1;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
22.04.2020;15;80;11;4;0;;;;;1;1;0;1;0;1;2;0;0;3;2;2;0;2;0;0;0;0;0;0;0;0;0;1;0;2;0;0;6;0;3;6;12;10;9;13;18;0;0;0;0;0;0;0;1;0;0;0;0;0;4;3;1;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2020;15;85;12;9;4;2;;;;0;0;1;1;0;3;1;0;0;0;1;4;1;1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;6;0;3;7;13;12;8;16;18;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
24.04.2020;22;80;10;3;0;1;;;;0;0;1;2;1;0;0;1;3;5;1;0;1;0;2;0;2;2;1;0;0;0;0;1;0;0;0;0;6;0;3;8;13;12;7;14;16;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
25.04.2020;9;84;11;6;2;1;;;;1;0;2;0;0;0;1;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;6;1;2;7;13;14;8;15;17;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
26.04.2020;12;85;9;3;0;;;;;1;1;1;0;2;0;0;0;0;1;0;1;1;0;2;1;1;0;0;0;0;0;0;1;0;0;0;0;6;1;2;7;13;15;7;15;18;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.04.2020;15;90;10;8;1;;;;;0;0;0;0;1;1;0;0;1;0;2;1;1;1;1;2;1;3;0;1;0;0;0;1;0;0;0;0;4;1;3;7;13;16;8;17;19;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.04.2020;13;88;9;1;1;2;;;;0;0;0;0;1;0;1;0;0;4;0;1;2;1;0;1;0;2;0;1;0;0;0;1;0;0;0;0;4;1;3;6;12;15;9;17;19;0;0;0;0;0;0;0;0;0;0;0;1;0;2;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
