Datum - Moravskoslezský kraj;Celkový počet nakažených;Počet hospitalizovaných celkem v daném dni;Počet hospitalizovaných na JIP celkem v daném dni;Počet nově hospitalizovaných celkem;Počet nově hospitalizovaných na JIP;Počet zemřelých;Počet antigenních testů;Počet PCR testů;počet testů CELKEM;Pozitivní ve věku 0-4 let;Pozitivní ve věku 5-9 let;Pozitivní ve věku 10-14 let;Pozitivní ve věku 15-19 let;Pozitivní ve věku 20-24 let;Pozitivní ve věku 25-29 let;Pozitivní ve věku 30-34 let;Pozitivní ve věku 35-39 let;Pozitivní ve věku 40-44 let;Pozitivní ve věku 45-49 let;Pozitivní ve věku 50-54 let;Pozitivní ve věku 55-59 let;Pozitivní ve věku 60-64 let;Pozitivní ve věku 65-69 let;Pozitivní ve věku 70-74 let;Pozitivní ve věku 75-79 let;Pozitivní ve věku 80-84 let;Pozitivní ve věku 85+ let;Pozitivní - věk neznámý;Hospitalizovaní celkem v daném dni ve věku 0-4 let;Hospitalizovaní celkem v daném dni ve věku 5-9 let;Hospitalizovaní celkem v daném dni ve věku 10-14 let;Hospitalizovaní celkem v daném dni ve věku 15-19 let;Hospitalizovaní celkem v daném dni ve věku 20-24 let;Hospitalizovaní celkem v daném dni ve věku 25-29 let;Hospitalizovaní celkem v daném dni ve věku 30-34 let;Hospitalizovaní celkem v daném dni ve věku 35-39 let;Hospitalizovaní celkem v daném dni ve věku 40-44 let;Hospitalizovaní celkem v daném dni ve věku 45-49 let;Hospitalizovaní celkem v daném dni ve věku 50-54 let;Hospitalizovaní celkem v daném dni ve věku 55-59 let;Hospitalizovaní celkem v daném dni ve věku 60-64 let;Hospitalizovaní celkem v daném dni ve věku 65-69 let;Hospitalizovaní celkem v daném dni ve věku 70-74 let;Hospitalizovaní celkem v daném dni ve věku 75-79 let;Hospitalizovaní celkem v daném dni ve věku 80-84 let;Hospitalizovaní celkem v daném dni ve věku 85+ let;Hospitalizovaní celkem v daném dni - věk neznámý;Hospitalizovaní na JIP celkem v daném dni ve věku 0-4 let;Hospitalizovaní na JIP celkem v daném dni ve věku 5-9 let;Hospitalizovaní na JIP celkem v daném dni ve věku 10-14 let;Hospitalizovaní na JIP celkem v daném dni ve věku 15-19 let;Hospitalizovaní na JIP celkem v daném dni ve věku 20-24 let;Hospitalizovaní na JIP celkem v daném dni ve věku 25-29 let;Hospitalizovaní na JIP celkem v daném dni ve věku 30-34 let;Hospitalizovaní na JIP celkem v daném dni ve věku 35-39 let;Hospitalizovaní na JIP celkem v daném dni ve věku 40-44 let;Hospitalizovaní na JIP celkem v daném dni ve věku 45-49 let;Hospitalizovaní na JIP celkem v daném dni ve věku 50-54 let;Hospitalizovaní na JIP celkem v daném dni ve věku 55-59 let;Hospitalizovaní na JIP celkem v daném dni ve věku 60-64 let;Hospitalizovaní na JIP celkem v daném dni ve věku 65-69 let;Hospitalizovaní na JIP celkem v daném dni ve věku 70-74 let;Hospitalizovaní na JIP celkem v daném dni ve věku 75-79 let;Hospitalizovaní na JIP celkem v daném dni ve věku 80-84 let;Hospitalizovaní na JIP celkem v daném dni ve věku 85+ let;Hospitalizovaní na JIP celkem v daném dni - věk neznámý;Hospitalizovaní nově v daném dni ve věku 0-4 let;Hospitalizovaní nově v daném dni ve věku 5-9 let;Hospitalizovaní nově v daném dni ve věku 10-14 let;Hospitalizovaní nově v daném dni ve věku 15-19 let;Hospitalizovaní nově v daném dni ve věku 20-24 let;Hospitalizovaní nově v daném dni ve věku 25-29 let;Hospitalizovaní nově v daném dni ve věku 30-34 let;Hospitalizovaní nově v daném dni ve věku 35-39 let;Hospitalizovaní nově v daném dni ve věku 40-44 let;Hospitalizovaní nově v daném dni ve věku 45-49 let;Hospitalizovaní nově v daném dni ve věku 50-54 let;Hospitalizovaní nově v daném dni ve věku 55-59 let;Hospitalizovaní nově v daném dni ve věku 60-64 let;Hospitalizovaní nově v daném dni ve věku 65-69 let;Hospitalizovaní nově v daném dni ve věku 70-74 let;Hospitalizovaní nově v daném dni ve věku 75-79 let;Hospitalizovaní nově v daném dni ve věku 80-84 let;Hospitalizovaní nově v daném dni ve věku 85+ let;Hospitalizovaní nově v daném dni - věk neznámý;Hospitalizovaní na JIP nově v daném dni ve věku 0-4 let;Hospitalizovaní na JIP nově v daném dni ve věku 5-9 let;Hospitalizovaní na JIP nově v daném dni ve věku 10-14 let;Hospitalizovaní na JIP nově v daném dni ve věku 15-19 let;Hospitalizovaní na JIP nově v daném dni ve věku 20-24 let;Hospitalizovaní na JIP nově v daném dni ve věku 25-29 let;Hospitalizovaní na JIP nově v daném dni ve věku 30-34 let;Hospitalizovaní na JIP nově v daném dni ve věku 35-39 let;Hospitalizovaní na JIP nově v daném dni ve věku 40-44 let;Hospitalizovaní na JIP nově v daném dni ve věku 45-49 let;Hospitalizovaní na JIP nově v daném dni ve věku 50-54 let;Hospitalizovaní na JIP nově v daném dni ve věku 55-59 let;Hospitalizovaní na JIP nově v daném dni ve věku 60-64 let;Hospitalizovaní na JIP nově v daném dni ve věku 65-69 let;Hospitalizovaní na JIP nově v daném dni ve věku 70-74 let;Hospitalizovaní na JIP nově v daném dni ve věku 75-79 let;Hospitalizovaní na JIP nově v daném dni ve věku 80-84 let;Hospitalizovaní na JIP nově v daném dni ve věku 85+ let;Hospitalizovaní na JIP nově v daném dni - věk neznámý;Zemřelí ve věku 0-4 let;Zemřelí ve věku 5-9 let;Zemřelí ve věku 10-14 let;Zemřelí ve věku 15-19 let;Zemřelí ve věku 20-24 let;Zemřelí ve věku 25-29 let;Zemřelí ve věku 30-34 let;Zemřelí ve věku 35-39 let;Zemřelí ve věku 40-44 let;Zemřelí ve věku 45-49 let;Zemřelí ve věku 50-54 let;Zemřelí ve věku 55-59 let;Zemřelí ve věku 60-64 let;Zemřelí ve věku 65-69 let;Zemřelí ve věku 70-74 let;Zemřelí ve věku 75-79 let;Zemřelí ve věku 80-84 let;Zemřelí ve věku 85+ let;Zemřelí - věk neznámý
28.12.2020;1821;904;120;183;16;24;4754;4127;8881;21;40;67;81;95;120;117;144;179;210;149;148;136;90;90;67;34;31;2;0;0;0;1;1;4;6;5;21;23;36;40;76;105;126;168;156;136;0;0;0;0;0;0;1;2;0;2;4;8;7;16;19;25;26;8;2;0;0;0;0;1;0;1;0;3;5;2;6;6;17;19;20;34;38;31;0;0;0;0;0;0;1;0;0;0;1;0;0;1;3;6;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;5;7;5;0
29.12.2020;2297;974;127;177;24;19;3215;4242;7457;27;48;75;77;99;162;168;182;246;259;218;198;149;125;111;62;41;43;7;2;0;0;0;3;6;6;6;19;26;38;47;89;111;138;179;156;148;0;0;0;0;0;0;1;2;0;2;3;8;9;16;22;25;26;10;3;0;2;0;0;0;3;2;1;2;1;5;6;12;21;19;27;30;18;28;0;0;0;0;0;0;0;0;0;1;0;0;3;3;5;3;3;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;3;7;5;0
30.12.2020;2551;994;119;113;8;23;3002;4583;7585;42;65;115;99;134;167;199;177;236;282;227;239;163;139;102;85;45;22;13;2;0;0;1;2;3;6;9;19;31;40;47;85;111;151;183;153;151;0;0;0;0;0;0;1;1;1;2;3;8;9;15;20;26;20;10;3;0;0;0;0;1;0;0;2;3;3;9;3;5;4;8;21;19;15;20;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;3;5;7;0
31.12.2020;1678;993;125;146;19;33;1625;3226;4851;18;26;55;52;84;122;148;128;167;185;166;164;82;86;89;48;31;23;4;4;1;1;1;2;5;6;8;18;33;40;42;82;111;150;184;152;153;0;0;0;0;0;0;1;1;1;3;4;9;10;17;24;24;20;8;3;0;2;1;1;1;0;2;1;3;2;5;8;7;12;12;25;23;22;19;0;0;0;0;0;0;0;0;0;1;1;1;2;4;4;1;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;6;9;9;7;0
01.01.2021;324;868;119;80;13;23;491;650;1141;6;4;10;9;13;17;21;26;22;24;26;20;21;16;26;22;16;24;1;3;0;1;0;1;4;6;5;16;23;31;36;77;97;132;168;131;137;0;0;0;0;0;0;0;1;1;3;4;7;9;19;24;23;20;6;2;0;0;0;0;0;0;1;1;0;2;3;3;2;12;8;15;12;8;13;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;7;8;0
02.01.2021;900;899;122;111;15;22;1694;2294;3988;9;21;34;22;43;55;64;61;78;86;66;88;58;61;52;40;27;29;6;2;0;1;1;1;3;5;6;17;22;31;40;77;100;149;176;133;135;0;0;0;0;0;0;0;1;1;3;4;6;9;16;22;31;19;7;3;0;0;0;0;1;0;1;1;3;3;3;5;4;8;13;24;19;13;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;9;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;4;6;7;0
03.01.2021;1199;954;130;113;17;27;1243;2410;3653;17;24;49;42;57;95;90;91;92;112;101;97;65;73;59;50;45;36;4;1;0;2;1;3;1;6;5;14;21;32;46;80;106;159;188;149;140;0;0;0;0;0;0;0;1;2;3;5;9;10;15;23;31;21;7;3;0;0;0;1;0;2;0;2;1;1;1;3;10;6;11;16;22;22;15;0;0;0;0;0;0;0;0;1;0;1;4;2;0;3;2;3;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;2;2;5;6;7;0
04.01.2021;2144;1135;135;233;19;21;6197;5963;12160;21;51;72;71;103;143;146;151;176;211;175;202;151;107;145;88;62;61;8;1;0;2;0;3;2;7;8;19;30;40;59;92;127;196;217;170;162;0;0;0;0;0;0;0;1;2;3;5;10;9;16;24;35;19;8;3;0;0;0;0;0;1;1;2;3;6;10;10;14;18;24;46;38;30;30;0;0;0;0;0;0;0;0;1;0;1;1;0;2;2;5;4;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;1;6;5;4;0
05.01.2021;2417;1142;149;151;22;26;4078;6075;10153;28;52;80;77;111;141;206;180;206;247;217;218;179;134;122;98;58;54;9;2;1;1;0;1;4;7;12;14;25;39;54;99;119;200;213;171;180;0;0;0;0;0;0;0;1;2;2;4;12;8;19;27;40;21;9;4;0;1;1;0;0;0;4;0;4;0;4;5;5;21;16;22;20;18;30;0;0;0;0;0;0;0;0;0;0;0;2;0;3;3;7;5;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;4;7;6;4;0
06.01.2021;2223;1138;150;160;15;29;3147;5329;8476;28;34;71;82;117;152;175;178;176;225;237;196;135;126;100;74;63;44;10;0;1;1;1;2;7;8;8;10;19;35;48;95;124;207;219;172;181;0;0;0;0;0;0;0;0;3;1;4;11;11;21;28;37;24;7;3;0;0;0;0;1;1;4;3;1;1;5;4;4;9;19;32;27;26;23;0;0;0;0;0;0;0;0;1;0;0;0;3;3;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;2;5;6;3;9;0
07.01.2021;2227;1114;137;125;6;38;2530;5803;8333;22;62;74;87;125;155;194;167;179;217;191;205;150;123;98;78;42;53;5;0;1;1;2;1;7;9;6;8;18;33;44;94;126;201;205;178;180;0;0;0;0;0;0;0;1;3;1;3;9;11;21;24;35;21;5;3;0;0;0;0;1;0;1;4;1;2;5;3;4;10;16;16;17;21;24;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;10;8;9;0
08.01.2021;1792;1036;132;115;18;46;3273;5275;8548;27;39;51;57;84;122;147;149;157;179;145;149;90;119;98;70;60;41;8;0;2;1;1;2;7;6;5;9;18;29;44;78;119;185;191;172;167;0;0;1;0;0;0;0;2;2;2;2;9;10;20;23;34;21;3;3;0;0;1;0;0;1;2;0;1;2;5;1;7;6;12;18;21;20;18;0;0;1;0;0;0;0;1;0;1;1;1;2;1;2;6;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;5;6;9;6;18;0
09.01.2021;1295;907;130;68;14;28;1465;3278;4743;19;34;56;47;66;90;80;102;95;127;103;116;82;60;65;56;50;45;2;0;1;1;2;2;5;4;6;7;15;24;34;70;101;162;169;149;155;0;0;1;0;0;0;0;3;2;2;2;8;13;21;21;31;20;4;2;0;0;0;1;1;0;1;1;1;0;1;1;3;6;7;11;7;12;15;0;0;0;0;0;0;0;1;0;0;1;0;4;3;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;9;3;4;6;0
10.01.2021;732;943;134;98;15;27;1033;2112;3145;20;23;36;32;33;40;34;49;58;82;56;64;45;44;38;35;19;23;1;0;1;1;2;2;4;7;6;6;16;23;39;70;110;169;173;157;157;0;0;1;0;0;0;0;4;2;2;2;9;12;22;24;31;20;3;2;0;0;0;0;0;0;0;3;0;0;2;2;7;5;16;20;13;17;13;0;0;0;0;0;0;0;1;0;0;1;1;1;2;4;2;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;1;9;4;9;0
11.01.2021;1428;1064;149;170;25;25;5722;4789;10511;22;43;41;60;72;80;104;79;124;143;126;124;96;86;64;69;55;34;6;0;0;1;2;3;3;9;8;8;23;31;45;89;124;181;193;166;178;0;0;0;0;0;0;0;3;2;2;4;9;13;22;26;32;24;9;3;0;0;0;0;0;1;0;2;2;2;9;8;6;22;17;25;30;18;28;0;0;0;0;0;0;0;0;0;0;2;1;2;2;3;3;5;6;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;5;1;6;9;0
12.01.2021;1500;1085;146;127;21;29;3395;5013;8408;26;75;64;53;82;80;107;86;121;140;128;124;103;82;92;59;41;35;2;0;0;1;2;3;4;11;8;15;26;31;49;91;121;179;195;170;179;0;0;0;0;0;0;0;3;1;2;6;10;11;21;25;32;25;7;3;0;0;0;0;0;0;1;2;1;7;5;6;10;11;12;16;14;22;20;0;0;0;0;0;0;0;0;0;0;2;2;2;2;4;5;1;2;1;0;0;0;0;0;0;0;0;0;0;1;0;1;2;3;6;2;8;6;0
13.01.2021;1338;1046;142;100;14;23;3113;3929;7042;23;47;47;46;51;72;95;85;119;136;128;131;93;72;70;53;36;32;2;1;0;2;1;4;0;14;5;15;27;31;49;81;113;173;189;163;178;0;0;0;0;0;0;0;3;0;2;5;10;9;22;22;32;27;8;2;0;1;0;1;0;1;0;3;0;1;3;3;7;5;11;15;18;17;14;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;4;5;6;4;0
14.01.2021;1006;1023;148;83;22;28;2513;4090;6603;15;27;38;48;33;64;59;73;70;111;75;94;61;55;67;43;36;36;1;1;0;0;0;3;0;13;7;12;25;29;53;78;114;165;187;162;174;0;0;0;0;0;0;0;1;1;1;6;11;11;22;26;30;26;9;4;0;0;0;0;0;0;0;0;2;2;2;0;7;5;8;16;17;12;12;0;0;0;0;0;0;0;0;1;0;1;1;2;1;6;2;2;4;2;0;0;0;0;0;0;0;0;0;0;0;1;0;2;4;2;3;5;11;0
15.01.2021;1117;1016;145;104;17;20;2896;3913;6809;28;37;46;52;43;64;79;90;113;102;104;90;64;72;46;28;39;19;1;1;0;0;0;3;1;11;7;10;26;28;52;82;109;165;188;161;172;0;0;0;0;0;0;0;2;1;0;5;9;12;21;27;28;27;9;4;0;0;0;0;0;0;1;1;1;0;4;3;4;13;10;20;15;18;14;0;0;0;0;0;0;0;1;0;0;0;0;2;2;4;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;2;4;8;0
16.01.2021;766;939;147;53;17;31;925;2499;3424;22;43;33;34;26;45;63;46;59;65;54;65;55;33;40;35;19;27;2;2;0;0;0;2;0;11;6;10;21;26;48;75;99;146;178;154;161;0;0;0;0;0;0;0;1;1;1;5;9;11;21;23;31;30;10;4;0;1;0;0;0;0;0;0;1;2;1;4;1;2;7;7;8;10;9;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;5;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;7;4;7;7;0
17.01.2021;626;903;139;48;8;20;734;1520;2254;19;28;34;26;26;29;45;46;35;65;60;45;33;28;35;33;20;16;3;2;0;1;2;2;0;10;6;11;18;27;45;75;90;137;172;153;152;0;0;0;0;0;0;0;1;1;1;5;11;11;19;20;28;28;10;4;0;0;0;1;2;0;0;1;1;1;0;2;3;6;5;6;6;11;3;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;9;5;0
18.01.2021;744;967;141;101;15;27;4810;3436;8246;14;27;31;26;22;48;54;38;62;74;66;68;32;38;42;36;25;25;16;2;0;1;2;3;3;10;10;13;34;30;54;83;96;140;174;152;160;0;0;0;0;0;0;0;0;1;1;5;11;11;18;20;30;28;11;5;0;0;0;0;1;1;3;0;4;2;16;5;9;10;10;6;10;9;15;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;2;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;5;2;7;10;0
19.01.2021;999;898;134;71;10;20;2393;3852;6245;24;42;41;38;47;59;74;72;100;104;90;87;63;49;40;33;16;13;7;0;0;0;2;2;0;11;7;11;23;28;49;75;91;133;176;147;143;0;0;0;0;0;0;0;0;2;1;5;12;12;17;19;27;25;11;3;0;0;0;0;0;0;0;2;1;1;2;3;4;5;6;8;21;13;5;0;0;0;0;0;0;0;0;1;0;0;1;2;1;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;7;2;3;3;0
20.01.2021;767;848;126;77;16;19;2357;3217;5574;23;31;43;28;38;38;53;36;59;68;61;70;46;26;44;43;31;19;10;0;0;0;1;0;0;10;7;11;24;26;45;72;88;128;167;136;133;0;0;0;0;0;0;0;0;2;0;5;9;13;15;20;26;20;13;3;0;0;0;0;0;0;0;1;0;0;3;2;6;8;13;14;15;6;9;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;4;6;4;0
21.01.2021;784;789;123;59;11;17;2127;2900;5027;23;33;24;34;37;45;47;51;65;79;71;65;40;36;40;28;18;45;3;0;0;0;1;0;2;10;7;9;20;25;43;73;84;127;152;112;124;0;0;0;0;0;0;0;0;2;0;5;8;9;16;23;28;19;11;2;0;0;0;0;0;0;2;2;2;1;1;3;4;6;6;11;11;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;4;6;5;0
22.01.2021;889;748;123;63;18;16;2491;3345;5836;22;49;24;28;30;53;61;53;78;85;72;80;67;40;38;35;29;42;3;0;0;2;1;0;3;9;6;9;19;20;41;65;82;123;151;102;115;0;0;0;0;0;0;0;0;2;0;6;6;10;16;25;29;18;10;1;0;0;0;2;0;0;1;1;1;1;3;3;2;2;8;7;18;6;8;0;0;0;0;0;0;0;0;0;0;1;1;2;3;3;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;4;1;4;0
23.01.2021;363;696;118;53;11;19;830;1358;2188;8;13;13;16;15;17;30;35;28;39;21;32;26;21;16;14;10;9;0;0;0;2;0;1;3;7;7;8;17;19;41;61;74;116;142;96;102;0;0;0;0;0;0;0;0;2;0;6;4;11;18;21;30;14;10;2;0;0;0;0;0;1;0;1;1;0;1;1;6;5;3;11;8;9;6;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;5;0;5;5;0
24.01.2021;348;686;115;39;7;18;869;1195;2064;12;13;12;14;7;14;32;25;30;25;29;28;26;14;10;22;19;13;3;2;0;1;0;1;3;9;6;8;18;23;37;60;72;109;144;92;101;0;0;0;0;0;0;0;0;2;0;5;4;10;17;21;31;14;10;1;0;2;0;0;0;0;0;2;0;1;2;4;0;2;4;3;10;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;6;8;0
25.01.2021;735;727;119;70;10;13;4753;2908;7661;17;35;24;27;30;50;57;51;43;79;59;72;48;44;36;22;18;21;2;1;1;1;0;2;3;9;7;9;20;24;42;59;86;110;154;94;105;0;0;0;0;0;0;0;0;1;0;5;6;12;19;21;32;14;8;1;0;0;1;0;0;1;0;0;1;1;2;2;6;1;15;6;14;7;13;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;2;3;0
26.01.2021;887;714;117;77;12;8;2710;3112;5822;17;32;29;29;38;59;86;67;76;100;77;90;57;33;34;31;13;17;2;0;1;0;0;1;3;14;6;6;25;23;41;60;82;112;150;87;103;0;0;0;0;0;0;0;0;1;0;6;7;12;19;19;32;15;5;1;0;0;0;0;0;0;1;7;1;1;9;2;3;6;7;14;14;7;5;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;3;0
27.01.2021;676;648;105;51;5;16;2632;2843;5475;13;30;25;27;30;37;57;51;52;68;56;56;53;34;27;22;23;12;3;0;1;0;0;1;3;11;6;7;21;18;36;54;76;111;135;80;88;0;0;0;0;0;0;0;0;1;1;5;7;10;16;16;30;13;5;1;0;0;0;0;0;0;0;0;1;2;2;1;3;4;3;6;7;10;12;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;3;5;0
28.01.2021;649;615;102;51;9;12;2308;2627;4935;16;31;26;26;23;51;59;46;57;58;44;66;34;20;41;30;10;9;2;0;0;0;0;1;3;12;7;11;21;17;38;51;67;106;130;71;80;0;0;0;0;0;0;0;0;2;0;4;8;10;14;17;29;13;4;1;0;0;0;0;0;0;0;2;1;4;1;1;5;4;4;6;10;7;6;0;0;0;0;0;0;0;0;1;0;0;1;0;0;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;6;1;2;0;0
29.01.2021;674;575;102;52;16;11;2750;2896;5646;12;37;27;19;33;53;47;46;58;57;51;60;39;31;41;20;20;20;3;1;0;0;0;2;1;13;6;11;21;12;36;44;66;95;122;61;84;0;0;0;0;0;0;0;0;2;3;5;7;8;14;17;27;14;2;3;0;1;0;0;0;1;0;2;0;2;2;0;4;1;8;7;10;4;10;0;0;0;0;0;0;0;0;0;3;2;0;0;2;2;3;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;1;1;2;2;0;1;3;0
30.01.2021;427;526;98;47;9;7;1253;1536;2789;13;14;14;13;18;24;31;37;37;47;41;23;34;26;18;13;12;9;3;1;0;0;0;0;1;11;6;13;18;14;29;39;57;88;113;57;79;0;0;0;0;0;0;0;0;3;3;5;7;7;12;17;26;14;2;2;0;0;0;0;0;0;0;0;0;2;0;3;2;3;7;6;8;7;9;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;0
31.01.2021;207;527;94;31;7;6;931;821;1752;8;16;12;13;8;10;9;20;18;14;16;23;8;11;7;6;6;1;1;1;0;0;0;0;1;11;6;12;18;14;31;40;59;86;112;59;77;0;0;0;0;0;0;0;0;2;3;4;6;7;11;17;25;14;3;2;0;0;0;0;0;0;0;2;1;1;1;1;2;1;4;4;7;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;1;0
01.02.2021;627;588;95;81;10;21;5589;2724;8313;14;20;27;28;17;33;58;47;63;53;62;46;53;27;30;13;21;13;2;1;0;0;0;0;1;9;5;13;23;17;34;41;67;102;121;71;83;0;0;0;0;0;0;0;1;2;2;6;6;7;9;18;24;14;4;2;0;0;0;0;0;0;0;1;0;2;7;4;5;4;9;16;11;15;7;0;0;0;0;0;0;0;1;0;0;2;0;1;0;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;5;3;8;0
02.02.2021;660;565;97;52;14;14;3248;2833;6081;15;31;21;9;29;41;51;49;58;82;64;64;40;35;28;19;9;14;1;1;0;0;0;0;0;7;4;13;24;17;39;42;63;96;117;69;73;0;0;0;0;0;0;0;1;2;2;6;5;8;7;19;23;16;6;2;0;1;0;0;0;0;0;1;0;1;2;3;6;5;1;7;13;5;7;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;4;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;3;4;3;0
03.02.2021;572;549;96;51;10;13;3102;2715;5817;15;23;18;26;28;38;39;50;64;53;42;46;47;18;20;16;13;12;4;1;0;0;0;1;0;6;6;12;25;17;33;38;63;101;109;64;73;0;0;0;0;0;0;0;1;2;3;6;4;8;7;17;25;15;6;2;0;0;0;0;0;1;0;0;2;1;3;2;1;2;6;10;7;7;9;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;2;2;2;3;0
04.02.2021;530;531;97;46;12;11;2657;2698;5355;11;21;17;19;28;36;37;43;49;51;60;43;30;23;20;17;14;10;1;1;0;0;0;1;1;7;6;13;22;18;34;34;58;96;100;68;72;0;0;0;0;0;0;0;1;2;2;6;4;11;6;18;23;16;7;1;0;0;0;0;0;0;1;2;1;2;3;2;4;2;4;5;5;9;6;0;0;0;0;0;0;0;0;1;0;0;0;3;0;3;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;0;5;0
05.02.2021;759;531;94;65;11;11;2997;3056;6053;19;37;37;24;29;43;54;51;71;77;75;65;54;32;29;27;16;17;2;1;0;0;0;1;1;8;6;14;25;18;34;37;56;88;92;77;73;0;1;0;0;0;0;0;2;2;2;6;5;10;7;17;20;13;8;1;0;0;0;0;0;0;0;1;0;3;5;1;6;6;4;4;10;13;12;0;1;0;0;0;0;0;1;0;0;0;1;1;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;2;0;1;0
06.02.2021;299;482;89;33;8;12;1276;1145;2421;7;10;9;13;13;18;28;27;27;33;35;25;10;11;15;3;8;7;0;1;0;0;0;1;1;8;6;10;24;16;31;33;49;82;78;75;67;0;0;0;0;0;0;0;2;2;2;5;5;11;8;14;20;9;9;2;0;0;0;0;0;0;0;0;0;1;2;2;3;2;5;6;2;6;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;4;2;1;0
07.02.2021;180;469;87;24;8;13;1089;731;1820;4;6;6;10;7;11;22;14;18;10;19;9;12;9;4;7;7;4;1;1;0;0;1;1;1;5;5;9;22;17;34;36;48;83;73;73;60;0;0;0;0;0;0;0;2;2;3;3;5;11;9;16;20;7;7;2;0;0;0;0;1;0;0;0;0;0;0;2;3;3;1;6;5;2;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;3;2;2;0
