uzemni_celek;sezona;demografie;pocet_vakcinovanych;proockovanost
Tachov;2016-2017;8799;1658;0.188430503466303
Tachov;2017-2018;9067;1822;0.2009484945406419
Tachov;2018-2019;9394;2056;0.21886310410900575
Tachov;2019-2020;9628;2247;0.23338180307436643
Tachov;2020-2021;9883;2197;0.2223009207730446
Tachov;2021-2022;9858;2513;0.25491986204098194
Tachov;2022-2023;10192;2364;0.23194662480376765
Tachov;2023-2024;10508;2519;0.23972211648267985
Tachov;2024-2025;10611;2487;0.23437941758552447
Teplice;2010-2011;18450;3240;0.17560975609756097
Teplice;2011-2012;19409;3438;0.17713431913030037
Teplice;2012-2013;20441;3941;0.19279878675211584
Teplice;2013-2014;21331;4376;0.20514743800103136
Teplice;2014-2015;22116;4309;0.194836317598119
Teplice;2015-2016;22816;4685;0.2053383590462833
Teplice;2016-2017;23535;5155;0.21903547907371998
Teplice;2017-2018;24091;5193;0.21555767714084098
Teplice;2018-2019;24597;5540;0.22523071919339757
Teplice;2019-2020;25150;5933;0.23590457256461234
Teplice;2020-2021;25376;6060;0.23880832282471626
Teplice;2021-2022;25255;6756;0.26751138388437934
Teplice;2022-2023;25717;6103;0.23731383909476222
Teplice;2023-2024;25907;6828;0.26355811170726057
Teplice;2024-2025;26029;6552;0.25171923623650544
Trutnov;2010-2011;18715;2116;0.11306438685546354
Trutnov;2011-2012;19589;2563;0.13083873602532034
Trutnov;2012-2013;20580;2831;0.13756073858114676
Trutnov;2013-2014;21391;3197;0.14945537843018092
Trutnov;2014-2015;22206;3428;0.1543726920652076
Trutnov;2015-2016;23152;3802;0.16421907394609536
Trutnov;2016-2017;23972;4203;0.17532955114300017
Trutnov;2017-2018;24651;4589;0.1861587765202223
Trutnov;2018-2019;25207;5040;0.1999444598722577
Trutnov;2019-2020;25695;5516;0.21467211519750926
Trutnov;2020-2021;25986;5642;0.21711690910490264
Trutnov;2021-2022;25863;6187;0.23922205467269844
Trutnov;2022-2023;26286;5972;0.22719318268279692
Trutnov;2023-2024;26475;6442;0.24332389046270067
Trutnov;2024-2025;26784;6332;0.23640979689366787
Tábor;2010-2011;17275;2302;0.1332561505065123
Tábor;2011-2012;17895;2426;0.13556859457949147
Tábor;2012-2013;18571;2652;0.14280329546066448
Tábor;2013-2014;19123;3083;0.16121947393191444
Tábor;2014-2015;19553;3123;0.15971973610187695
Tábor;2015-2016;20040;3246;0.16197604790419162
Tábor;2016-2017;20609;3617;0.175505846960066
Tábor;2017-2018;21172;3729;0.17612884942376725
Tábor;2018-2019;21662;4256;0.1964730865109408
Tábor;2019-2020;22117;4622;0.20897951801781436
Tábor;2020-2021;22332;4711;0.21095289271001255
Tábor;2021-2022;22644;5339;0.23577989754460343
Tábor;2022-2023;23093;5200;0.22517646039925518
Tábor;2023-2024;23472;5700;0.24284253578732107
Tábor;2024-2025;23793;5440;0.22863867524061698
Třebíč;2010-2011;17569;3723;0.2119073367863851
Třebíč;2011-2012;18244;3824;0.2096031572023679
Třebíč;2012-2013;18872;3754;0.19891903348876644
Třebíč;2013-2014;19405;4279;0.22051017778922957
Třebíč;2014-2015;19964;4594;0.23011420557002604
Třebíč;2015-2016;20606;4712;0.22867126079782588
Třebíč;2016-2017;21225;5277;0.24862190812720847
Třebíč;2017-2018;21781;5322;0.24434139846655342
Třebíč;2018-2019;22308;5798;0.25990675990675993
Třebíč;2019-2020;22807;6180;0.2709694392072609
Třebíč;2020-2021;23196;6296;0.2714261079496465
Třebíč;2021-2022;23541;6684;0.28393016439403596
Třebíč;2022-2023;23895;6457;0.2702238962125968
Třebíč;2023-2024;24288;6957;0.2864377470355731
Třebíč;2024-2025;24627;6787;0.27559183010516913
Uherské Hradiště;2010-2011;23583;3280;0.13908323792562438
Uherské Hradiště;2011-2012;24424;3735;0.1529233540779561
Uherské Hradiště;2012-2013;25161;4206;0.1671634672707762
Uherské Hradiště;2013-2014;25760;4968;0.19285714285714287
Uherské Hradiště;2014-2015;26364;4851;0.18400091033227128
Uherské Hradiště;2015-2016;27073;5548;0.2049274184611975
Uherské Hradiště;2016-2017;27752;6020;0.21692130296915538
Uherské Hradiště;2017-2018;28351;6344;0.22376635744770906
Uherské Hradiště;2018-2019;28930;6803;0.23515381956446596
Uherské Hradiště;2019-2020;29516;7538;0.2553869087952297
Uherské Hradiště;2020-2021;29827;7881;0.2642236899453515
Uherské Hradiště;2021-2022;30133;7848;0.26044535890883747
Uherské Hradiště;2022-2023;30684;7615;0.2481749445965324
Uherské Hradiště;2023-2024;31356;8190;0.26119402985074625
Uherské Hradiště;2024-2025;31823;7858;0.24692832228262576
Vsetín;2010-2011;22888;2307;0.10079517651170919
Vsetín;2011-2012;23638;2665;0.11274219477113123
Vsetín;2012-2013;24345;2765;0.11357568289176423
Vsetín;2013-2014;25213;3116;0.12358703843255464
Vsetín;2014-2015;25851;3237;0.12521759312985958
Vsetín;2015-2016;26420;3700;0.1400454201362604
Vsetín;2016-2017;27188;3952;0.14535824628512578
Vsetín;2017-2018;27903;4384;0.15711572232376447
Vsetín;2018-2019;28555;4845;0.16967256172299072
Vsetín;2019-2020;29209;5374;0.18398438837344655
Vsetín;2020-2021;29466;5496;0.1865200570148646
Vsetín;2021-2022;29586;5622;0.19002230784830662
Vsetín;2022-2023;30161;5356;0.1775803189549418
Vsetín;2023-2024;30617;5775;0.18862070091779076
Vsetín;2024-2025;30946;5512;0.17811671944677826
Vyškov;2010-2011;13662;2256;0.16512955643390426
Vyškov;2011-2012;14150;2323;0.1641696113074205
Vyškov;2012-2013;14621;2560;0.17509062307639697
Vyškov;2013-2014;15072;2802;0.1859076433121019
Vyškov;2014-2015;15466;2817;0.18214147161515581
Vyškov;2015-2016;15957;2878;0.18035971673873535
Vyškov;2016-2017;16456;3053;0.18552503646086535
Vyškov;2017-2018;16874;3347;0.19835249496266447
Vyškov;2018-2019;17217;3694;0.21455538130917118
Vyškov;2019-2020;17680;4371;0.24722850678733033
Vyškov;2020-2021;17954;4473;0.24913668263339644
Vyškov;2021-2022;18155;4449;0.24505645827595704
Vyškov;2022-2023;18417;4444;0.24129880002171905
Vyškov;2023-2024;18695;4669;0.2497459213693501
Vyškov;2024-2025;19008;4361;0.2294297138047138
Zlín;2010-2011;31690;5304;0.1673714105396024
Zlín;2011-2012;32795;5741;0.17505717334959597
Zlín;2012-2013;33772;5894;0.1745232737178728
Zlín;2013-2014;34493;6676;0.1935465166845447
Zlín;2014-2015;35393;6888;0.19461475432995226
Zlín;2015-2016;36361;7642;0.2101702373422073
Zlín;2016-2017;37400;8472;0.226524064171123
Zlín;2017-2018;38364;8945;0.23316129704931707
Zlín;2018-2019;39401;9626;0.24430852008832263
Zlín;2019-2020;40353;10821;0.2681585012266746
Zlín;2020-2021;40709;11733;0.2882163649315876
Zlín;2021-2022;41174;10760;0.26132996551221643
Zlín;2022-2023;41873;10505;0.25087765385809474
Zlín;2023-2024;42408;11241;0.2650679117147708
Zlín;2024-2025;42907;10564;0.2462069126249796
Zlínský kraj;2010-2011;95706;13743;0.1435960127891668
Zlínský kraj;2011-2012;98870;15263;0.15437443107110346
Zlínský kraj;2012-2013;101897;16313;0.16009303512370335
Zlínský kraj;2013-2014;104537;18548;0.17743000086093919
Zlínský kraj;2014-2015;107273;18699;0.17431226869762195
Zlínský kraj;2015-2016;110108;20879;0.18962291568278417
Zlínský kraj;2016-2017;113120;22632;0.20007072135785006
Zlínský kraj;2017-2018;115846;23993;0.20711116482226405
Zlínský kraj;2018-2019;118585;25688;0.2166209891638909
Zlínský kraj;2019-2020;121339;28515;0.23500276086006971
Zlínský kraj;2020-2021;122532;30241;0.24680083570006203
Zlínský kraj;2021-2022;123663;29365;0.23745987077783978
Zlínský kraj;2022-2023;125893;28493;0.2263271190614252
Zlínský kraj;2023-2024;127827;30609;0.2394564528620714
Zlínský kraj;2024-2025;129336;28992;0.2241603265912043
Znojmo;2010-2011;16392;2322;0.14165446559297218
Znojmo;2011-2012;17199;2601;0.1512297226582941
Znojmo;2012-2013;18003;2765;0.15358551352552352
Znojmo;2013-2014;18796;3489;0.1856246009789317
Znojmo;2014-2015;19501;3581;0.18363160863545458
Znojmo;2015-2016;20162;3925;0.1946731475052078
Znojmo;2016-2017;20839;4418;0.21200633427707663
Znojmo;2017-2018;21534;4938;0.22931178601281693
Znojmo;2018-2019;22102;5599;0.25332549090580037
Znojmo;2019-2020;22681;6238;0.2750319650809047
Znojmo;2020-2021;23119;6588;0.2849604221635884
Znojmo;2021-2022;23378;6803;0.2910000855505176
Znojmo;2022-2023;24004;6898;0.2873687718713548
Znojmo;2023-2024;24385;7272;0.29821611646504
Znojmo;2024-2025;24687;7287;0.295175598493134
Ústecký kraj;2010-2011;116990;21125;0.18057098897341653
Ústecký kraj;2011-2012;122843;22302;0.18154880619978347
Ústecký kraj;2012-2013;129612;23976;0.18498287195630034
Ústecký kraj;2013-2014;135334;27142;0.2005556622873779
Ústecký kraj;2014-2015;140543;27974;0.1990422859907644
Ústecký kraj;2015-2016;145466;30238;0.20786988024693057
Ústecký kraj;2016-2017;150338;33361;0.22190663704452634
Ústecký kraj;2017-2018;154560;34227;0.22144798136645963
Ústecký kraj;2018-2019;158049;37710;0.23859689083765162
Ústecký kraj;2019-2020;161527;40676;0.251821676871359
Ústecký kraj;2020-2021;162953;41495;0.25464397709769077
Ústecký kraj;2021-2022;163266;44941;0.27526245513456565
Ústecký kraj;2022-2023;165870;43635;0.2630674624706095
Ústecký kraj;2023-2024;167379;46180;0.27590079998088174
Ústecký kraj;2024-2025;167864;44101;0.26271862936663015
Ústí nad Labem;2010-2011;17088;2977;0.17421582397003746
Ústí nad Labem;2011-2012;18087;2881;0.15928567479405098
Ústí nad Labem;2012-2013;19204;3364;0.17517183920016663
Ústí nad Labem;2013-2014;20032;3862;0.1927915335463259
Ústí nad Labem;2014-2015;20883;4043;0.19360245175501603
Ústí nad Labem;2015-2016;21636;4440;0.20521353300055464
Ústí nad Labem;2016-2017;22402;4785;0.21359700026783324
Ústí nad Labem;2017-2018;23075;5214;0.2259588299024919
Ústí nad Labem;2018-2019;23556;5788;0.2457123450500934
Ústí nad Labem;2019-2020;23971;6153;0.2566851612364941
Ústí nad Labem;2020-2021;24029;6678;0.27791418702401266
Ústí nad Labem;2021-2022;24057;7071;0.2939269235565532
Ústí nad Labem;2022-2023;24311;6864;0.28234132697132985
Ústí nad Labem;2023-2024;24449;6981;0.285533150640108
Ústí nad Labem;2024-2025;24436;6794;0.27803241119659516
Ústí nad Orlicí;2010-2011;21047;3319;0.15769468332779019
Ústí nad Orlicí;2011-2012;22010;3640;0.16537937301226716
Ústí nad Orlicí;2012-2013;22961;3817;0.16623840425068595
Ústí nad Orlicí;2013-2014;23756;4435;0.18668967839703654
Ústí nad Orlicí;2014-2015;24540;4742;0.19323553382233088
Ústí nad Orlicí;2015-2016;25306;5203;0.20560341421006875
Ústí nad Orlicí;2016-2017;26079;5743;0.2202154990605468
Ústí nad Orlicí;2017-2018;26916;6062;0.22521920047555358
Ústí nad Orlicí;2018-2019;27600;6748;0.2444927536231884
Ústí nad Orlicí;2019-2020;28110;7323;0.26051227321237996
Ústí nad Orlicí;2020-2021;28519;7405;0.25965146042988885
Ústí nad Orlicí;2021-2022;28591;7755;0.27123920114721417
Ústí nad Orlicí;2022-2023;29086;7499;0.25782163240046757
Ústí nad Orlicí;2023-2024;29542;7878;0.26667118001489404
Ústí nad Orlicí;2024-2025;29800;7645;0.25654362416107385
Česká Lípa;2010-2011;12984;2083;0.16042821934688847
Česká Lípa;2011-2012;13834;2408;0.17406390053491397
Česká Lípa;2012-2013;14810;2651;0.17900067521944632
Česká Lípa;2013-2014;15706;2997;0.19081879536482874
Česká Lípa;2014-2015;16506;3189;0.19320247182842604
Česká Lípa;2015-2016;17371;3604;0.2074722238213114
Česká Lípa;2016-2017;18073;3827;0.21175233774138216
Česká Lípa;2017-2018;18666;4000;0.21429336762027215
Česká Lípa;2018-2019;19215;4070;0.21181368722352328
Česká Lípa;2019-2020;19772;4464;0.22577382156585069
Česká Lípa;2020-2021;20113;4501;0.2237856112961766
Česká Lípa;2021-2022;20410;4853;0.23777560019598237
Česká Lípa;2022-2023;20781;4794;0.2306914970405659
Česká Lípa;2023-2024;21004;5283;0.2515235193296515
Česká Lípa;2024-2025;21143;5192;0.24556590833845718
Česká republika;2010-2011;1635826;277508;0.16964395968764404
Česká republika;2011-2012;1701436;290268;0.17060177403087745
Česká republika;2012-2013;1767618;302499;0.1711336951762202
Česká republika;2013-2014;1825544;341764;0.18721214060028135
Česká republika;2014-2015;1880406;343301;0.18256748808501994
Česká republika;2015-2016;1932412;363349;0.1880287433528668
Česká republika;2016-2017;1988922;390717;0.19644661781608327
Česká republika;2017-2018;2040183;407735;0.19985217012395456
Česká republika;2018-2019;2086617;442864;0.212240195493471
Česká republika;2019-2020;2131630;483845;0.2269835759489217
Česká republika;2020-2021;2158322;509311;0.2359754475930839
Česká republika;2021-2022;2169109;538692;0.2483471323939922
Česká republika;2022-2023;2207849;529631;0.2398855175331284
Česká republika;2023-2024;2237322;569426;0.25451231427572785
Česká republika;2024-2025;2255887;554507;0.24580442194134725
České Budějovice;2010-2011;28470;4783;0.16800140498770635
České Budějovice;2011-2012;29755;5314;0.17859183330532682
České Budějovice;2012-2013;30930;5396;0.17445845457484643
České Budějovice;2013-2014;31977;6285;0.19654751852894267
České Budějovice;2014-2015;32979;6193;0.18778616695472877
České Budějovice;2015-2016;33902;6589;0.1943543153796236
České Budějovice;2016-2017;35030;6958;0.19862974593205823
České Budějovice;2017-2018;36070;7313;0.20274466315497644
České Budějovice;2018-2019;37101;7998;0.21557370421282446
České Budějovice;2019-2020;38014;8693;0.22867890777082128
České Budějovice;2020-2021;38628;9836;0.2546339442891167
České Budějovice;2021-2022;39206;9904;0.2526143957557517
České Budějovice;2022-2023;40061;10392;0.259404408277377
České Budějovice;2023-2024;40643;10897;0.2681150505622124
České Budějovice;2024-2025;41017;10023;0.24436209376599946
Český Krumlov;2010-2011;7885;1014;0.1285986049461002
Český Krumlov;2011-2012;8281;1020;0.12317352976693637
Český Krumlov;2012-2013;8787;1242;0.1413451689996586
Český Krumlov;2013-2014;9237;1423;0.15405434664934503
Český Krumlov;2014-2015;9653;1389;0.14389309023101626
Český Krumlov;2015-2016;9976;1817;0.18213712910986368
Český Krumlov;2016-2017;10348;1946;0.18805566293003478
Český Krumlov;2017-2018;10675;1913;0.17920374707259953
Český Krumlov;2018-2019;11025;2228;0.20208616780045352
Český Krumlov;2019-2020;11401;2279;0.1998947460749057
Český Krumlov;2020-2021;11657;2729;0.2341082611306511
Český Krumlov;2021-2022;11654;2750;0.23597048223785824
Český Krumlov;2022-2023;12042;2689;0.2233017771134363
Český Krumlov;2023-2024;12325;2946;0.239026369168357
Český Krumlov;2024-2025;12448;2852;0.22911311053984576
Šumperk;2010-2011;19226;3167;0.16472485176323728
Šumperk;2011-2012;19967;3183;0.15941303150197828
Šumperk;2012-2013;20789;3401;0.1635961325701092
Šumperk;2013-2014;21623;3781;0.1748601026684549
Šumperk;2014-2015;22464;3803;0.16929309116809116
Šumperk;2015-2016;23203;3907;0.16838339869844415
Šumperk;2016-2017;23981;4560;0.19015053584087402
Šumperk;2017-2018;24623;4501;0.18279657231044147
Šumperk;2018-2019;25180;5057;0.20083399523431295
Šumperk;2019-2020;25749;5457;0.21193056041011302
Šumperk;2020-2021;26084;5209;0.19970096610949242
Šumperk;2021-2022;26409;6056;0.22931576356545116
Šumperk;2022-2023;26875;5782;0.21514418604651162
Šumperk;2023-2024;27233;6037;0.22167957992141887
Šumperk;2024-2025;27469;5762;0.20976373366340237
Žďár nad Sázavou;2010-2011;18702;3268;0.17474066944711797
Žďár nad Sázavou;2011-2012;19337;3265;0.16884728758338935
Žďár nad Sázavou;2012-2013;20022;3597;0.1796523823793827
Žďár nad Sázavou;2013-2014;20658;4004;0.19382321618743345
Žďár nad Sázavou;2014-2015;21172;3999;0.18888154165879464
Žďár nad Sázavou;2015-2016;21622;4345;0.2009527333271668
Žďár nad Sázavou;2016-2017;22177;4535;0.20449113946881906
Žďár nad Sázavou;2017-2018;22690;4880;0.2150727192595857
Žďár nad Sázavou;2018-2019;23206;5215;0.22472636387141257
Žďár nad Sázavou;2019-2020;23519;5626;0.23921085080147966
Žďár nad Sázavou;2020-2021;23809;5877;0.24683943046747028
Žďár nad Sázavou;2021-2022;24027;6195;0.2578349356973405
Žďár nad Sázavou;2022-2023;24465;6126;0.2503985285101165
Žďár nad Sázavou;2023-2024;24943;6395;0.25638455678948
Žďár nad Sázavou;2024-2025;25197;6260;0.24844227487399292
