rok;pohlavi;vek_kat;Kraj_ID;zdg;druh_prijeti;operace;umrti;pocet_hosp
1994;1;66000004;CZ099;J10;2;0;0;6
1994;1;66000004;CZ099;J11;1;0;0;181
1994;1;66000004;CZ099;J11;3;2;0;1
1994;1;66005009;CZ099;J10;1;1;0;1
1994;1;66005009;CZ099;J11;2;0;0;18
1994;1;66010014;CZ099;J10;2;0;0;3
1994;1;66010014;CZ099;J11;2;0;0;19
1994;1;66000004;CZ099;J10;3;0;0;6
1994;1;66000004;CZ099;J11;1;0;1;1
1994;1;66005009;CZ099;J10;1;0;0;16
1994;1;66005009;CZ099;J10;3;0;0;6
1994;1;66005009;CZ099;J11;3;0;0;80
1994;1;66010014;CZ099;J10;3;0;0;6
1994;1;66010014;CZ099;J11;1;1;0;1
1994;1;66010014;CZ099;J11;2;2;0;1
1994;1;66015019;CZ099;J10;1;0;0;1
1994;1;66015019;CZ099;J11;1;0;0;29
1994;1;66015019;CZ099;J11;2;0;0;20
1994;1;66015019;CZ099;J11;3;0;0;23
2013;2;66070074;CZ041;J10;1;0;0;1
2013;2;66070074;CZ041;J10;2;0;0;1
1994;1;66020024;CZ099;J10;1;0;0;2
1994;1;66020024;CZ099;J11;1;0;0;21
2013;2;66070074;CZ042;J11;3;0;0;1
2013;2;66070074;CZ063;J10;1;0;0;1
2013;2;66070074;CZ063;J11;1;0;0;1
2007;1;66045049;CZ031;J11;3;0;0;1
2013;2;66070074;CZ064;J10;1;0;0;6
2007;1;66045049;CZ042;J11;1;0;0;2
1994;1;66000004;CZ099;J10;1;0;0;21
1994;1;66000004;CZ099;J11;2;0;0;34
1994;1;66000004;CZ099;J11;2;2;0;1
1994;1;66000004;CZ099;J11;3;0;0;158
2020;2;66060064;CZ064;J10;1;0;0;2
2013;2;66070074;CZ080;J10;2;0;0;1
1994;1;66005009;CZ099;J10;2;0;0;3
1994;1;66005009;CZ099;J11;1;0;0;138
2013;2;66070074;CZ051;J10;1;0;0;3
2020;2;66060064;CZ020;J10;1;0;0;1
2013;2;66070074;CZ052;J10;2;0;0;1
2013;2;66070074;CZ052;J10;3;0;0;1
2020;2;66060064;CZ041;J10;1;0;0;1
2020;2;66060064;CZ042;J10;1;0;0;1
1994;1;66030034;CZ099;J11;2;0;0;6
1994;1;66030034;CZ099;J11;3;0;0;6
2020;2;66060064;CZ080;J10;1;0;0;3
2013;2;66075079;CZ010;J10;1;0;0;4
1994;1;66010014;CZ099;J10;1;0;0;6
1994;1;66010014;CZ099;J11;1;0;0;75
1994;1;66010014;CZ099;J11;3;0;0;54
2013;2;66075079;CZ020;J10;2;0;0;1
2020;2;66065069;CZ020;J10;1;0;0;1
1994;1;66015019;CZ099;J10;2;0;0;1
2020;2;66065069;CZ031;J10;2;0;1;1
2020;2;66065069;CZ032;J10;1;0;0;3
2020;2;66065069;CZ032;J11;2;0;0;1
2020;2;66065069;CZ041;J10;1;0;0;1
2013;2;66070074;CZ071;J10;1;0;0;1
2013;2;66070074;CZ072;J10;2;0;0;1
2020;2;66060064;CZ064;J10;3;0;0;3
2013;2;66070074;CZ080;J11;1;0;0;1
2020;2;66060064;CZ080;J11;1;0;0;3
2013;2;66075079;CZ020;J10;3;0;0;2
2013;2;66075079;CZ020;J11;1;0;0;1
1994;1;66035039;CZ099;J10;1;0;0;1
1994;1;66035039;CZ099;J11;3;0;0;3
2013;2;66070074;CZ032;J11;1;0;0;1
1994;1;66020024;CZ099;J11;2;0;0;12
2020;2;66065069;CZ042;J10;2;0;0;1
2020;2;66065069;CZ042;J11;3;0;0;4
2013;2;66075079;CZ052;J11;3;0;0;1
2007;1;66050054;CZ020;J11;3;0;0;1
2020;2;66065069;CZ052;J10;1;0;0;8
2020;2;66065069;CZ053;J10;1;0;0;2
2020;2;66065069;CZ053;J10;3;0;0;3
2020;2;66065069;CZ063;J10;3;0;0;3
2013;2;66075079;CZ064;J10;2;0;1;1
2013;2;66075079;CZ064;J10;3;0;0;1
2013;2;66075079;CZ064;J11;3;0;0;1
1994;1;66025029;CZ099;J10;3;0;0;2
2020;2;66060064;CZ020;J11;2;0;0;1
2013;2;66075079;CZ031;J10;1;0;0;6
2013;2;66075079;CZ031;J10;1;2;0;1
2013;2;66075079;CZ031;J11;1;0;0;1
2013;2;66075079;CZ032;J11;1;0;0;1
2020;2;66065069;CZ031;J10;1;0;0;2
2020;2;66065069;CZ031;J10;3;0;0;2
1994;1;66040044;CZ099;J11;1;0;0;13
1994;1;66040044;CZ099;J11;3;0;0;3
2007;1;66050054;CZ020;J10;1;0;0;1
2013;2;66075079;CZ042;J11;3;0;0;1
2020;2;66065069;CZ042;J10;1;0;0;1
1994;1;66045049;CZ099;J11;2;0;0;6
1994;1;66045049;CZ099;J11;3;0;0;9
2020;2;66065069;CZ052;J10;2;0;0;1
2020;2;66065069;CZ052;J10;3;0;0;2
1994;1;66030034;CZ099;J10;1;0;0;1
2020;2;66065069;CZ080;J10;1;0;0;3
2020;2;66065069;CZ080;J10;1;0;1;2
2020;2;66065069;CZ080;J10;3;0;0;1
2013;2;66080084;CZ020;J10;3;0;0;3
2013;2;66080084;CZ020;J11;3;0;0;1
2020;2;66070074;CZ010;J10;1;0;0;6
2020;2;66065069;CZ063;J10;1;0;0;2
2020;2;66065069;CZ063;J10;3;0;1;1
2013;2;66075079;CZ052;J10;1;0;0;2
1994;1;66050054;CZ099;J11;3;0;0;5
2020;2;66065069;CZ064;J10;1;0;0;1
2007;1;66050054;CZ042;J11;1;0;0;4
2020;2;66065069;CZ071;J10;3;0;0;1
2020;2;66065069;CZ071;J11;3;0;0;1
2013;2;66075079;CZ064;J10;1;0;1;1
2013;2;66070074;CZ042;J11;1;0;0;1
2013;2;66080084;CZ031;J11;1;0;0;3
2020;2;66070074;CZ020;J10;1;0;0;5
2020;2;66070074;CZ020;J10;1;0;1;1
2020;2;66070074;CZ020;J11;1;0;0;1
1994;1;66035039;CZ099;J11;2;0;0;5
2020;2;66070074;CZ031;J10;2;0;0;1
2020;2;66070074;CZ031;J10;3;0;0;1
2020;2;66070074;CZ031;J11;1;0;0;1
2013;2;66080084;CZ042;J10;1;2;0;1
2013;2;66080084;CZ042;J10;2;0;0;1
2013;2;66080084;CZ042;J11;3;0;0;2
2013;2;66080084;CZ051;J10;3;0;1;1
2020;2;66070074;CZ041;J10;1;0;0;1
2020;2;66070074;CZ041;J10;3;0;0;1
1994;1;66040044;CZ099;J11;2;0;0;4
2020;2;66070074;CZ042;J11;3;0;0;2
2020;2;66060064;CZ031;J10;1;0;0;4
1994;1;66055059;CZ099;J10;1;0;0;2
1994;1;66055059;CZ099;J10;2;0;0;2
2007;1;66050054;CZ064;J11;1;0;0;1
2013;2;66075079;CZ080;J10;1;2;1;1
2013;2;66075079;CZ080;J11;1;0;0;1
2020;2;66070074;CZ031;J10;1;0;0;4
2020;2;66070074;CZ031;J11;2;0;0;1
1994;1;66060064;CZ099;J11;1;0;1;1
2020;2;66070074;CZ032;J10;1;0;0;4
2020;2;66070074;CZ052;J11;1;0;0;1
2020;2;66070074;CZ053;J10;1;0;0;5
2020;2;66070074;CZ053;J10;2;0;0;1
1994;1;66045049;CZ099;J11;1;0;0;9
2020;2;66070074;CZ063;J10;1;0;0;7
2020;2;66070074;CZ063;J10;3;0;0;3
1994;1;66020024;CZ099;J10;1;2;0;1
1994;1;66020024;CZ099;J11;3;0;0;6
2013;2;66080084;CZ031;J10;1;0;0;6
2013;2;66080084;CZ031;J11;3;0;0;1
2007;1;66055059;CZ010;J11;3;0;0;1
1994;1;66065069;CZ099;J11;1;0;0;9
2013;2;66080084;CZ042;J11;1;0;0;2
2020;2;66070074;CZ051;J10;1;0;0;2
2020;2;66070074;CZ051;J10;2;1;0;1
2013;2;66080084;CZ051;J10;3;0;0;1
2020;2;66070074;CZ052;J10;1;0;0;5
2013;2;66080084;CZ052;J10;3;0;0;1
1994;1;66050054;CZ099;J11;1;0;0;5
2013;2;66080084;CZ080;J11;1;0;0;1
2020;2;66070074;CZ071;J10;2;0;0;2
2013;2;66085089;CZ020;J11;1;0;0;1
2013;2;66085089;CZ031;J10;1;0;0;4
1994;1;66055059;CZ099;J11;1;0;0;13
1994;1;66055059;CZ099;J11;2;0;0;3
1994;1;66055059;CZ099;J11;3;0;0;3
2020;2;66060064;CZ042;J11;1;0;0;2
2013;2;66080084;CZ063;J10;1;0;0;1
2013;2;66080084;CZ064;J10;1;0;0;2
1994;1;66070074;CZ099;J11;1;0;0;14
1994;1;66070074;CZ099;J11;2;0;0;1
1994;1;66070074;CZ099;J11;3;0;0;5
1994;1;66075079;CZ099;J10;3;0;1;1
1994;1;66075079;CZ099;J11;1;0;0;7
1994;1;66075079;CZ099;J11;1;0;1;1
1994;1;66075079;CZ099;J11;3;0;0;6
1994;1;66085089;CZ099;J10;1;0;1;1
2007;1;66045049;CZ020;J11;2;0;0;1
1994;1;66060064;CZ099;J10;1;0;0;2
1994;1;66060064;CZ099;J11;3;0;0;1
2020;2;66075079;CZ020;J10;2;0;0;1
2013;2;66085089;CZ042;J11;1;0;0;2
2013;2;66085089;CZ053;J11;1;0;1;1
2013;2;66085089;CZ064;J11;1;0;0;1
2013;2;66085089;CZ064;J11;3;0;0;1
2013;2;66085089;CZ080;J10;1;0;0;1
2020;2;66075079;CZ031;J10;1;0;1;1
2020;2;66075079;CZ031;J10;3;0;0;3
2020;2;66070074;CZ071;J10;3;0;0;2
2020;2;66070074;CZ071;J11;2;0;0;1
2013;2;66080084;CZ080;J10;2;0;0;1
1994;2;66000004;CZ099;J10;2;0;0;5
1994;2;66000004;CZ099;J10;3;0;0;14
1994;2;66000004;CZ099;J11;1;0;0;170
1994;2;66000004;CZ099;J11;2;2;0;1
2020;2;66070074;CZ080;J10;1;0;0;4
2020;2;66070074;CZ080;J10;1;0;1;1
2013;2;66085089;CZ010;J10;1;0;0;1
2013;2;66085089;CZ010;J10;2;0;0;1
2020;2;66075079;CZ010;J10;1;2;0;1
1994;2;66005009;CZ099;J10;3;0;0;4
1994;2;66005009;CZ099;J11;2;2;0;1
2013;2;66085089;CZ031;J10;1;2;0;1
2013;2;66085089;CZ031;J10;3;0;0;1
2020;2;66075079;CZ042;J10;1;0;0;2
1994;1;66070074;CZ099;J10;1;0;0;4
1994;1;66070074;CZ099;J10;2;0;0;3
2020;2;66075079;CZ052;J10;3;0;0;1
2013;2;66090094;CZ064;J11;1;0;0;1
2007;1;66060064;CZ020;J11;2;0;0;1
2013;2;66090094;CZ080;J10;1;0;0;1
2013;2;66070074;CZ052;J11;3;0;0;2
1994;2;66010014;CZ099;J10;3;0;0;7
1994;2;66010014;CZ099;J11;3;0;0;46
2013;2;66085089;CZ051;J10;3;0;1;1
1994;2;66015019;CZ099;J10;3;0;0;5
1994;2;66015019;CZ099;J11;3;0;0;39
2014;1;66000004;CZ010;J10;1;0;0;3
2014;1;66000004;CZ010;J11;1;0;0;3
1994;1;66075079;CZ099;J10;1;2;0;1
2014;1;66000004;CZ020;J11;1;0;0;10
2007;1;66060064;CZ051;J11;3;0;0;1
1994;1;66080084;CZ099;J11;3;0;0;6
1994;1;66080084;CZ099;J11;3;0;1;3
2020;2;66075079;CZ080;J10;3;0;0;5
1994;1;66085089;CZ099;J11;1;0;0;6
1994;1;66085089;CZ099;J11;1;0;1;2
1994;1;66085089;CZ099;J11;3;0;0;4
1994;1;66085089;CZ099;J11;3;0;1;1
2014;1;66000004;CZ042;J11;3;0;0;28
1994;1;66025029;CZ099;J10;2;0;0;1
1994;1;66025029;CZ099;J11;1;0;0;3
1994;1;66025029;CZ099;J11;2;0;0;3
1994;1;66025029;CZ099;J11;3;0;0;8
2013;2;66085089;CZ080;J11;1;0;0;1
2013;2;66090094;CZ010;J10;1;0;0;1
2020;2;66075079;CZ032;J10;1;0;0;2
2020;2;66075079;CZ032;J11;1;0;1;1
2013;2;66090094;CZ032;J11;1;0;0;1
2020;2;66075079;CZ051;J10;1;0;1;1
1994;2;66020024;CZ099;J10;2;0;0;1
1994;2;66020024;CZ099;J10;3;0;0;1
2013;2;66090094;CZ071;J11;1;0;0;1
2013;2;66090094;CZ080;J10;3;0;0;1
2020;2;66060064;CZ053;J10;1;0;0;1
2020;2;66060064;CZ063;J10;1;0;0;2
2020;2;66060064;CZ063;J10;3;0;0;2
2020;2;66080084;CZ010;J10;1;0;0;1
2020;2;66080084;CZ020;J10;1;2;0;1
2020;2;66080084;CZ031;J10;1;0;0;13
2020;2;66080084;CZ031;J10;2;0;0;1
2020;2;66080084;CZ031;J10;3;0;0;2
1994;1;66090094;CZ099;J11;1;0;0;2
1994;1;66090094;CZ099;J11;3;0;0;1
1994;2;66000004;CZ099;J10;1;0;0;23
1994;2;66000004;CZ099;J11;2;0;0;30
2020;2;66080084;CZ052;J10;1;0;0;5
2014;1;66000004;CZ052;J11;3;0;0;3
2020;2;66080084;CZ063;J10;1;0;1;1
2020;2;66080084;CZ063;J11;1;0;1;1
1994;2;66005009;CZ099;J11;2;0;0;22
1994;2;66005009;CZ099;J11;3;0;0;61
2013;2;66070074;CZ053;J10;3;0;1;1
2013;2;66070074;CZ063;J10;3;0;0;1
2020;2;66075079;CZ063;J11;1;0;0;2
2020;2;66075079;CZ063;J11;3;0;0;1
2013;2;66095999;CZ031;J10;3;0;0;1
2007;1;66060064;CZ064;J11;1;0;0;1
1994;2;66025029;CZ099;J10;3;0;0;1
1994;2;66025029;CZ099;J11;3;0;0;10
2020;2;66075079;CZ064;J10;3;0;0;4
2020;2;66075079;CZ064;J11;1;0;0;1
2014;1;66000004;CZ010;J10;2;0;0;2
1994;2;66030034;CZ099;J10;1;0;0;2
1994;2;66030034;CZ099;J11;1;0;0;7
1994;2;66030034;CZ099;J11;3;0;0;12
2020;2;66075079;CZ080;J10;1;0;0;4
2020;2;66075079;CZ080;J10;1;0;1;1
2014;1;66000004;CZ064;J11;1;0;0;3
1994;2;66010014;CZ099;J11;1;0;0;72
1994;2;66010014;CZ099;J11;2;0;0;15
2014;1;66000004;CZ080;J10;3;0;0;1
2007;1;66065069;CZ020;J11;1;0;0;2
2014;1;66000004;CZ099;J11;3;0;0;1
2014;1;66005009;CZ020;J11;1;0;0;2
1994;2;66015019;CZ099;J10;1;0;0;2
1994;2;66015019;CZ099;J11;1;0;0;43
2020;2;66080084;CZ072;J10;3;0;0;1
2014;1;66005009;CZ031;J11;1;0;0;1
2014;1;66005009;CZ041;J10;1;0;0;1
2014;1;66005009;CZ042;J10;3;0;0;1
2014;1;66005009;CZ042;J11;1;0;0;7
2020;2;66080084;CZ099;J10;3;0;0;1
2020;2;66085089;CZ010;J10;1;0;0;2
2020;2;66085089;CZ010;J10;1;0;1;1
2020;2;66085089;CZ010;J10;2;0;0;1
2020;2;66085089;CZ010;J11;1;0;1;1
2014;1;66005009;CZ064;J11;1;0;0;1
2020;2;66080084;CZ010;J10;2;0;0;1
2020;2;66080084;CZ010;J10;3;0;0;1
1994;2;66035039;CZ099;J10;1;0;0;1
1994;2;66035039;CZ099;J11;1;0;0;9
2014;1;66000004;CZ032;J11;1;0;0;1
2014;1;66000004;CZ042;J11;1;0;0;31
2014;1;66000004;CZ051;J11;1;0;0;1
2020;2;66080084;CZ031;J10;1;0;1;1
2020;2;66080084;CZ032;J10;1;0;0;2
2014;1;66000004;CZ063;J11;2;0;0;1
2020;2;66080084;CZ041;J10;1;0;0;1
2020;2;66080084;CZ041;J10;3;0;0;1
2014;1;66000004;CZ071;J11;1;0;0;2
2014;1;66000004;CZ071;J11;3;0;0;1
2014;1;66000004;CZ072;J11;1;0;0;7
2014;1;66000004;CZ072;J11;2;0;0;1
2020;2;66085089;CZ020;J11;1;0;0;1
2007;1;66065069;CZ042;J11;2;0;0;1
2014;1;66010014;CZ020;J11;1;0;0;3
2014;1;66010014;CZ020;J11;3;0;0;1
2014;1;66010014;CZ042;J11;1;0;0;7
2020;2;66085089;CZ052;J10;3;0;0;1
2020;2;66085089;CZ052;J11;1;0;0;2
1994;2;66020024;CZ099;J10;1;0;0;3
1994;2;66020024;CZ099;J11;2;0;0;8
2007;1;66065069;CZ053;J11;3;0;0;2
2014;1;66010014;CZ063;J11;3;0;0;1
2020;2;66085089;CZ053;J10;3;0;0;2
2020;2;66085089;CZ063;J10;3;0;0;2
2013;2;66070074;CZ064;J10;3;0;0;1
2013;2;66070074;CZ064;J11;1;0;0;2
2020;2;66080084;CZ051;J10;1;0;0;3
2020;2;66080084;CZ052;J10;1;0;1;1
2020;2;66080084;CZ052;J11;3;0;0;1
1994;2;66045049;CZ099;J11;2;0;0;6
2020;2;66080084;CZ053;J10;1;0;0;1
2014;1;66000004;CZ080;J11;1;0;0;11
2014;1;66005009;CZ010;J10;1;0;0;2
2014;1;66005009;CZ010;J11;3;0;0;1
2007;1;66065069;CZ032;J11;3;0;0;1
2020;2;66080084;CZ063;J10;1;0;0;6
2020;2;66080084;CZ063;J10;3;0;0;5
2020;2;66080084;CZ063;J11;1;0;0;2
2020;2;66080084;CZ064;J10;1;0;0;1
2014;1;66005009;CZ020;J11;3;0;0;2
2020;2;66080084;CZ071;J10;1;1;0;1
2020;2;66080084;CZ071;J10;3;0;0;1
2014;1;66005009;CZ042;J11;3;0;0;8
2014;1;66005009;CZ051;J11;1;0;0;3
2007;1;66065069;CZ051;J11;3;0;0;1
2007;1;66065069;CZ052;J11;3;0;0;1
2020;2;66080084;CZ072;J10;2;0;0;1
2014;1;66005009;CZ063;J11;1;0;0;11
2014;1;66005009;CZ064;J11;3;0;0;1
2014;1;66010014;CZ072;J11;2;0;0;1
2014;1;66010014;CZ080;J11;2;0;0;2
2014;1;66010014;CZ080;J11;3;0;0;3
2020;2;66085089;CZ064;J10;3;0;0;1
2020;2;66085089;CZ064;J11;1;0;1;1
2020;2;66085089;CZ071;J10;1;0;0;2
2020;2;66085089;CZ072;J10;3;1;1;1
2014;1;66015019;CZ032;J10;1;0;0;1
1994;2;66025029;CZ099;J10;1;0;0;3
1994;2;66025029;CZ099;J10;2;0;0;3
1994;2;66025029;CZ099;J11;2;0;0;2
2014;1;66015019;CZ051;J11;1;0;0;1
2020;2;66090094;CZ020;J10;1;0;0;2
2020;2;66090094;CZ031;J10;1;0;0;1
2014;1;66015019;CZ063;J11;3;0;0;1
1994;1;66030034;CZ099;J11;1;0;0;16
1994;2;66050054;CZ099;J10;1;0;0;1
1994;2;66050054;CZ099;J11;1;0;1;1
1994;2;66050054;CZ099;J11;3;0;0;5
2020;2;66080084;CZ080;J10;2;0;0;3
2020;2;66080084;CZ080;J10;3;0;1;1
2020;2;66085089;CZ010;J10;3;0;0;1
2014;1;66005009;CZ080;J11;2;0;0;2
2014;1;66005009;CZ080;J11;3;0;0;3
2020;2;66085089;CZ020;J10;1;0;0;1
2014;1;66010014;CZ010;J10;1;0;0;2
2020;2;66085089;CZ032;J10;1;0;0;5
2020;2;66085089;CZ032;J10;1;0;1;2
2020;2;66085089;CZ032;J11;2;0;0;1
2014;1;66010014;CZ031;J11;3;0;0;1
2014;1;66010014;CZ042;J11;3;0;0;6
1994;2;66055059;CZ099;J10;3;0;0;1
2014;1;66010014;CZ063;J11;1;0;0;9
2020;2;66085089;CZ041;J10;3;0;0;1
2020;2;66085089;CZ042;J10;1;0;0;4
2020;2;66085089;CZ042;J10;2;0;0;2
2020;2;66085089;CZ042;J11;1;0;0;2
2020;2;66060064;CZ071;J10;3;0;0;1
2020;2;66060064;CZ072;J10;3;0;1;1
2014;1;66015019;CZ071;J11;3;0;0;1
2020;2;66090094;CZ042;J11;1;0;0;1
2020;2;66090094;CZ052;J10;1;0;0;3
2020;2;66090094;CZ052;J10;1;0;1;1
1994;2;66030034;CZ099;J11;2;0;0;6
2020;2;66090094;CZ053;J10;1;0;0;2
2020;2;66090094;CZ064;J10;1;0;0;2
2020;2;66090094;CZ071;J10;1;0;1;1
2020;2;66090094;CZ071;J10;2;0;0;1
2007;1;66070074;CZ031;J10;2;0;0;1
1994;2;66035039;CZ099;J11;1;0;1;1
1994;2;66035039;CZ099;J11;2;0;0;4
2020;2;66095999;CZ031;J10;3;0;0;1
2020;2;66095999;CZ052;J10;1;0;0;2
2020;2;66095999;CZ052;J10;2;0;0;1
2014;1;66010014;CZ064;J11;1;0;0;1
2014;1;66010014;CZ071;J11;1;0;0;1
2020;2;66085089;CZ052;J10;1;0;0;3
2020;2;66085089;CZ052;J11;2;0;0;1
2020;2;66085089;CZ053;J10;1;0;1;1
1994;2;66060064;CZ099;J10;2;0;0;2
2020;2;66085089;CZ063;J10;1;0;0;3
2020;2;66085089;CZ063;J10;1;0;1;1
2020;2;66085089;CZ063;J10;2;0;0;1
2020;2;66085089;CZ063;J11;1;0;0;1
2014;1;66010014;CZ080;J11;1;0;0;1
1994;2;66065069;CZ099;J10;1;0;0;6
1994;2;66065069;CZ099;J11;1;0;0;10
1994;2;66065069;CZ099;J11;3;0;0;7
1994;2;66040044;CZ099;J10;2;0;0;1
1994;2;66040044;CZ099;J10;3;0;0;2
1994;2;66040044;CZ099;J11;2;0;0;6
1994;2;66040044;CZ099;J11;3;0;0;4
2007;1;66070074;CZ064;J11;1;0;0;1
1994;2;66045049;CZ099;J11;3;0;0;7
2021;1;66000004;CZ051;J11;3;0;0;1
2007;1;66070074;CZ042;J11;3;0;0;2
2014;1;66015019;CZ042;J11;1;0;0;1
1994;2;66070074;CZ099;J11;1;0;0;20
1994;2;66070074;CZ099;J11;1;0;1;1
2014;1;66015019;CZ063;J11;1;0;0;4
2020;2;66090094;CZ031;J10;1;0;1;1
2020;2;66090094;CZ032;J10;1;0;0;1
2020;2;66090094;CZ042;J10;1;0;0;2
2007;1;66070074;CZ051;J11;1;0;0;1
1994;2;66075079;CZ099;J10;2;0;0;1
1994;2;66075079;CZ099;J11;2;0;0;6
2020;2;66090094;CZ063;J10;1;0;0;2
2014;1;66015019;CZ080;J11;1;0;0;1
2014;1;66015019;CZ080;J11;3;0;0;4
2020;2;66060064;CZ080;J10;3;0;0;2
1994;2;66050054;CZ099;J11;1;0;0;9
1994;2;66050054;CZ099;J11;2;0;0;6
2021;1;66000004;CZ071;J11;3;0;0;1
2021;1;66000004;CZ080;J11;3;0;0;1
2007;1;66070074;CZ072;J11;1;0;0;1
1994;2;66055059;CZ099;J11;1;0;0;11
1994;2;66055059;CZ099;J11;2;0;0;2
2021;1;66005009;CZ031;J11;1;0;0;1
2013;2;66070074;CZ072;J10;1;0;0;1
2007;1;66070074;CZ063;J11;3;0;0;1
2020;2;66090094;CZ080;J10;1;0;1;1
2020;2;66095999;CZ020;J10;1;0;0;1
2020;2;66095999;CZ063;J10;1;0;0;1
2020;2;66095999;CZ064;J10;3;0;0;1
1994;2;66080084;CZ099;J10;2;0;0;1
1994;2;66080084;CZ099;J11;3;0;1;1
2021;1;66000004;CZ020;J10;1;0;0;1
1994;1;66035039;CZ099;J11;1;0;0;13
1994;2;66060064;CZ099;J10;1;0;0;1
1994;2;66060064;CZ099;J10;3;0;0;3
1994;2;66060064;CZ099;J11;2;0;0;4
2021;1;66005009;CZ071;J10;1;0;0;1
2007;1;66075079;CZ020;J10;1;0;0;1
2007;1;66075079;CZ020;J11;1;0;0;1
1994;2;66065069;CZ099;J10;2;0;0;3
2020;2;66065069;CZ010;J10;2;0;0;1
2020;2;66065069;CZ010;J10;3;0;0;2
2014;1;66020024;CZ080;J10;3;0;0;1
1994;2;66085089;CZ099;J11;1;0;1;1
1994;2;66085089;CZ099;J11;3;0;0;4
1994;2;66085089;CZ099;J11;3;0;1;2
1994;2;66090094;CZ099;J10;1;0;0;3
1994;2;66090094;CZ099;J11;2;0;0;1
2021;1;66000004;CZ053;J11;3;0;0;2
2007;1;66075079;CZ032;J11;1;0;0;1
1994;2;66095999;CZ099;J11;1;0;0;1
2007;1;66075079;CZ042;J11;3;0;0;1
2021;1;66000004;CZ064;J10;1;0;0;1
2007;1;66045049;CZ064;J11;1;0;0;1
2007;1;66075079;CZ052;J11;1;0;0;1
1994;2;66070074;CZ099;J10;1;0;0;7
1994;2;66070074;CZ099;J10;2;0;0;1
1994;2;66070074;CZ099;J11;2;0;0;2
2007;1;66075079;CZ064;J11;1;0;0;3
2007;1;66075079;CZ071;J11;3;0;0;1
2013;2;66070074;CZ080;J10;1;0;0;4
2013;2;66070074;CZ080;J10;3;0;0;2
1995;1;66000004;CZ099;J10;2;0;0;13
1995;1;66000004;CZ099;J10;3;0;0;6
1995;1;66000004;CZ099;J11;1;0;0;212
1995;1;66000004;CZ099;J11;3;0;0;235
2007;1;66075079;CZ063;J11;3;0;0;1
1995;1;66005009;CZ099;J10;1;0;0;1
1995;1;66005009;CZ099;J10;3;0;0;6
1995;1;66005009;CZ099;J11;2;0;0;32
1995;1;66010014;CZ099;J11;1;1;0;1
1995;1;66010014;CZ099;J11;3;0;0;55
2021;1;66005009;CZ051;J11;2;0;0;1
2020;2;66065069;CZ020;J11;1;0;0;1
2021;1;66015019;CZ042;J11;1;0;0;1
1994;2;66075079;CZ099;J11;1;0;0;15
1994;2;66075079;CZ099;J11;1;0;1;1
2014;1;66030034;CZ080;J10;1;0;0;1
2007;1;66045049;CZ071;J11;1;0;0;1
2021;1;66005009;CZ080;J11;1;0;0;1
1995;1;66020024;CZ099;J10;3;0;0;3
1995;1;66020024;CZ099;J11;2;0;0;9
2021;1;66010014;CZ042;J11;1;0;0;1
2007;1;66080084;CZ020;J11;3;0;0;2
2007;1;66080084;CZ031;J11;1;0;0;1
2013;2;66075079;CZ010;J10;2;0;0;2
1994;2;66085089;CZ099;J10;1;0;0;3
1994;2;66085089;CZ099;J10;3;0;1;1
1994;2;66085089;CZ099;J11;1;0;0;13
2014;1;66035039;CZ051;J11;1;0;0;1
1994;2;66090094;CZ099;J11;1;0;0;3
1994;2;66090094;CZ099;J11;1;0;1;2
2007;1;66080084;CZ051;J11;3;0;0;1
1995;0;66000004;CZ099;J10;3;0;0;1
1995;0;66000004;CZ099;J11;1;0;0;2
2014;1;66035039;CZ063;J11;1;0;0;1
2014;1;66035039;CZ010;J10;1;0;0;1
2021;1;66010014;CZ072;J10;3;0;0;1
1995;1;66025029;CZ099;J11;1;0;0;14
1995;1;66025029;CZ099;J11;3;0;0;11
2014;1;66035039;CZ020;J11;1;0;0;3
2014;1;66035039;CZ020;J11;3;0;0;1
2007;1;66080084;CZ064;J11;1;0;0;1
1995;1;66030034;CZ099;J11;1;0;0;15
1995;1;66030034;CZ099;J11;2;0;0;4
1995;1;66030034;CZ099;J11;3;0;0;9
2007;1;66080084;CZ072;J11;1;0;0;3
2007;1;66085089;CZ010;J11;1;0;0;2
1995;1;66005009;CZ099;J11;3;0;0;93
2007;1;66085089;CZ032;J11;1;0;0;1
1995;1;66010014;CZ099;J10;2;0;0;1
1995;1;66010014;CZ099;J10;3;0;0;2
1995;1;66010014;CZ099;J11;1;0;0;102
1995;1;66010014;CZ099;J11;2;0;0;34
2013;2;66075079;CZ020;J10;1;0;0;1
2007;1;66080084;CZ080;J10;1;0;0;1
1995;1;66035039;CZ099;J10;1;0;0;3
2007;1;66085089;CZ020;J11;1;0;0;1
2020;2;66065069;CZ032;J10;3;0;0;1
1995;1;66015019;CZ099;J10;2;0;0;2
1995;1;66015019;CZ099;J11;1;0;0;56
1995;1;66015019;CZ099;J11;2;0;0;12
1995;1;66015019;CZ099;J11;3;0;0;44
2014;1;66040044;CZ064;J11;1;0;0;1
2007;2;66000004;CZ010;J11;2;0;0;1
2007;2;66000004;CZ020;J10;1;0;0;1
1995;1;66045049;CZ099;J11;1;0;0;12
1995;1;66045049;CZ099;J11;3;0;0;13
2007;2;66000004;CZ031;J11;1;0;0;2
2007;2;66000004;CZ032;J11;3;0;0;6
1995;1;66020024;CZ099;J10;1;0;0;1
1995;1;66020024;CZ099;J11;3;0;0;15
