Datum - Zlínský kraj;Celkový počet nakažených;Počet hospitalizovaných celkem v daném dni;Počet hospitalizovaných na JIP celkem v daném dni;Počet nově hospitalizovaných celkem;Počet nově hospitalizovaných na JIP;Počet zemřelých;Počet antigenních testů;Počet PCR testů;počet testů CELKEM;Pozitivní ve věku 0-4 let;Pozitivní ve věku 5-9 let;Pozitivní ve věku 10-14 let;Pozitivní ve věku 15-19 let;Pozitivní ve věku 20-24 let;Pozitivní ve věku 25-29 let;Pozitivní ve věku 30-34 let;Pozitivní ve věku 35-39 let;Pozitivní ve věku 40-44 let;Pozitivní ve věku 45-49 let;Pozitivní ve věku 50-54 let;Pozitivní ve věku 55-59 let;Pozitivní ve věku 60-64 let;Pozitivní ve věku 65-69 let;Pozitivní ve věku 70-74 let;Pozitivní ve věku 75-79 let;Pozitivní ve věku 80-84 let;Pozitivní ve věku 85+ let;Pozitivní - věk neznámý;Hospitalizovaní celkem v daném dni ve věku 0-4 let;Hospitalizovaní celkem v daném dni ve věku 5-9 let;Hospitalizovaní celkem v daném dni ve věku 10-14 let;Hospitalizovaní celkem v daném dni ve věku 15-19 let;Hospitalizovaní celkem v daném dni ve věku 20-24 let;Hospitalizovaní celkem v daném dni ve věku 25-29 let;Hospitalizovaní celkem v daném dni ve věku 30-34 let;Hospitalizovaní celkem v daném dni ve věku 35-39 let;Hospitalizovaní celkem v daném dni ve věku 40-44 let;Hospitalizovaní celkem v daném dni ve věku 45-49 let;Hospitalizovaní celkem v daném dni ve věku 50-54 let;Hospitalizovaní celkem v daném dni ve věku 55-59 let;Hospitalizovaní celkem v daném dni ve věku 60-64 let;Hospitalizovaní celkem v daném dni ve věku 65-69 let;Hospitalizovaní celkem v daném dni ve věku 70-74 let;Hospitalizovaní celkem v daném dni ve věku 75-79 let;Hospitalizovaní celkem v daném dni ve věku 80-84 let;Hospitalizovaní celkem v daném dni ve věku 85+ let;Hospitalizovaní celkem v daném dni - věk neznámý;Hospitalizovaní na JIP celkem v daném dni ve věku 0-4 let;Hospitalizovaní na JIP celkem v daném dni ve věku 5-9 let;Hospitalizovaní na JIP celkem v daném dni ve věku 10-14 let;Hospitalizovaní na JIP celkem v daném dni ve věku 15-19 let;Hospitalizovaní na JIP celkem v daném dni ve věku 20-24 let;Hospitalizovaní na JIP celkem v daném dni ve věku 25-29 let;Hospitalizovaní na JIP celkem v daném dni ve věku 30-34 let;Hospitalizovaní na JIP celkem v daném dni ve věku 35-39 let;Hospitalizovaní na JIP celkem v daném dni ve věku 40-44 let;Hospitalizovaní na JIP celkem v daném dni ve věku 45-49 let;Hospitalizovaní na JIP celkem v daném dni ve věku 50-54 let;Hospitalizovaní na JIP celkem v daném dni ve věku 55-59 let;Hospitalizovaní na JIP celkem v daném dni ve věku 60-64 let;Hospitalizovaní na JIP celkem v daném dni ve věku 65-69 let;Hospitalizovaní na JIP celkem v daném dni ve věku 70-74 let;Hospitalizovaní na JIP celkem v daném dni ve věku 75-79 let;Hospitalizovaní na JIP celkem v daném dni ve věku 80-84 let;Hospitalizovaní na JIP celkem v daném dni ve věku 85+ let;Hospitalizovaní na JIP celkem v daném dni - věk neznámý;Hospitalizovaní nově v daném dni ve věku 0-4 let;Hospitalizovaní nově v daném dni ve věku 5-9 let;Hospitalizovaní nově v daném dni ve věku 10-14 let;Hospitalizovaní nově v daném dni ve věku 15-19 let;Hospitalizovaní nově v daném dni ve věku 20-24 let;Hospitalizovaní nově v daném dni ve věku 25-29 let;Hospitalizovaní nově v daném dni ve věku 30-34 let;Hospitalizovaní nově v daném dni ve věku 35-39 let;Hospitalizovaní nově v daném dni ve věku 40-44 let;Hospitalizovaní nově v daném dni ve věku 45-49 let;Hospitalizovaní nově v daném dni ve věku 50-54 let;Hospitalizovaní nově v daném dni ve věku 55-59 let;Hospitalizovaní nově v daném dni ve věku 60-64 let;Hospitalizovaní nově v daném dni ve věku 65-69 let;Hospitalizovaní nově v daném dni ve věku 70-74 let;Hospitalizovaní nově v daném dni ve věku 75-79 let;Hospitalizovaní nově v daném dni ve věku 80-84 let;Hospitalizovaní nově v daném dni ve věku 85+ let;Hospitalizovaní nově v daném dni - věk neznámý;Hospitalizovaní na JIP nově v daném dni ve věku 0-4 let;Hospitalizovaní na JIP nově v daném dni ve věku 5-9 let;Hospitalizovaní na JIP nově v daném dni ve věku 10-14 let;Hospitalizovaní na JIP nově v daném dni ve věku 15-19 let;Hospitalizovaní na JIP nově v daném dni ve věku 20-24 let;Hospitalizovaní na JIP nově v daném dni ve věku 25-29 let;Hospitalizovaní na JIP nově v daném dni ve věku 30-34 let;Hospitalizovaní na JIP nově v daném dni ve věku 35-39 let;Hospitalizovaní na JIP nově v daném dni ve věku 40-44 let;Hospitalizovaní na JIP nově v daném dni ve věku 45-49 let;Hospitalizovaní na JIP nově v daném dni ve věku 50-54 let;Hospitalizovaní na JIP nově v daném dni ve věku 55-59 let;Hospitalizovaní na JIP nově v daném dni ve věku 60-64 let;Hospitalizovaní na JIP nově v daném dni ve věku 65-69 let;Hospitalizovaní na JIP nově v daném dni ve věku 70-74 let;Hospitalizovaní na JIP nově v daném dni ve věku 75-79 let;Hospitalizovaní na JIP nově v daném dni ve věku 80-84 let;Hospitalizovaní na JIP nově v daném dni ve věku 85+ let;Hospitalizovaní na JIP nově v daném dni - věk neznámý;Zemřelí ve věku 0-4 let;Zemřelí ve věku 5-9 let;Zemřelí ve věku 10-14 let;Zemřelí ve věku 15-19 let;Zemřelí ve věku 20-24 let;Zemřelí ve věku 25-29 let;Zemřelí ve věku 30-34 let;Zemřelí ve věku 35-39 let;Zemřelí ve věku 40-44 let;Zemřelí ve věku 45-49 let;Zemřelí ve věku 50-54 let;Zemřelí ve věku 55-59 let;Zemřelí ve věku 60-64 let;Zemřelí ve věku 65-69 let;Zemřelí ve věku 70-74 let;Zemřelí ve věku 75-79 let;Zemřelí ve věku 80-84 let;Zemřelí ve věku 85+ let;Zemřelí - věk neznámý
10.12.2020;377;363;56;34;6;7;498;1255;1753;13;22;16;16;21;19;24;42;38;38;29;19;23;15;13;15;6;8;0;0;0;0;0;0;2;2;1;5;11;5;14;20;44;65;61;61;72;0;0;0;0;0;0;1;1;0;1;1;0;3;5;10;16;9;7;2;0;0;0;0;0;0;1;0;0;1;0;0;2;1;5;6;7;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0
11.12.2020;482;373;57;45;4;8;707;1549;2256;12;19;15;26;23;34;37;31;43;49;36;35;32;25;21;16;9;19;0;0;0;0;0;0;2;2;2;5;13;7;11;22;44;68;64;58;75;0;0;0;0;0;0;1;1;0;1;1;0;2;7;9;15;10;7;3;0;0;0;0;0;0;0;0;1;0;2;2;0;3;5;9;9;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;5;0
12.12.2020;281;365;57;32;5;5;286;990;1276;7;16;16;12;16;20;19;22;28;20;13;18;21;19;15;6;4;9;0;0;0;0;0;0;2;2;2;5;13;5;11;24;47;64;61;57;72;0;0;0;0;0;0;1;1;0;0;1;0;3;6;9;14;11;7;4;0;0;0;0;0;0;0;0;0;1;0;0;2;5;5;3;4;6;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;0
13.12.2020;225;379;62;35;10;10;159;709;868;9;12;16;19;6;13;20;14;25;18;16;15;12;9;7;4;4;6;0;0;0;0;0;1;2;2;2;4;11;4;14;25;48;68;63;61;74;0;0;0;0;0;0;1;1;0;0;1;0;4;6;10;18;10;9;2;0;0;0;0;0;1;0;0;0;0;0;0;3;4;5;6;4;7;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;2;2;0
14.12.2020;286;390;57;32;4;10;1457;1097;2554;10;10;13;12;11;16;18;24;31;32;18;23;14;10;15;11;10;8;0;0;0;0;0;1;2;2;3;6;10;4;15;27;55;66;64;63;72;0;0;0;0;0;0;1;1;0;0;1;0;4;5;11;15;9;8;2;0;0;0;0;0;0;0;0;1;2;0;0;2;3;8;2;5;6;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;5;0
15.12.2020;654;398;60;44;6;10;805;2042;2847;20;17;20;39;30;47;44;39;58;70;55;49;49;31;17;16;14;35;4;1;0;0;0;0;3;3;2;6;13;7;15;30;53;64;69;62;70;0;1;0;0;0;0;1;1;0;0;2;0;4;5;12;14;10;8;2;0;1;0;0;0;0;2;1;0;0;4;3;1;5;3;6;7;5;6;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;3;2;0
16.12.2020;574;385;58;35;9;8;1264;1690;2954;26;28;29;20;21;40;38;37;47;48;38;37;40;28;23;34;16;23;1;0;0;0;1;0;3;1;2;7;12;7;16;29;50;60;76;54;67;0;0;0;0;0;0;1;0;0;0;2;0;3;5;10;16;12;6;3;0;0;0;0;1;0;0;0;0;2;0;0;1;2;2;5;11;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;1;0;1;2;0
17.12.2020;472;382;55;38;6;11;914;1425;2339;18;18;16;20;21;33;29;30;42;45;43;38;20;22;28;16;12;21;0;0;0;0;1;0;3;2;3;7;13;8;17;30;48;58;77;46;69;0;0;0;0;0;0;1;0;0;0;2;0;4;5;8;13;14;5;3;0;0;0;0;0;0;1;1;1;1;3;2;1;4;6;4;5;2;7;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;1;2;2;0
18.12.2020;553;375;49;41;5;9;1478;1687;3165;23;28;21;25;31;43;44;41;45;39;46;45;34;29;20;11;16;11;1;0;0;0;1;1;2;2;4;6;14;10;15;31;48;55;72;45;69;0;0;0;0;0;0;0;0;0;0;3;0;3;4;7;13;11;4;4;0;0;0;0;0;1;1;0;1;0;2;2;1;4;5;5;5;7;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;5;0
19.12.2020;385;359;48;25;4;9;1077;1164;2241;14;10;21;14;16;20;43;30;39;33;23;26;19;19;16;14;13;14;1;2;0;0;1;1;2;3;4;6;9;10;12;32;47;55;68;43;64;0;1;0;0;0;0;0;0;0;0;2;0;2;5;5;15;10;4;4;0;2;0;0;0;0;0;1;1;0;0;1;1;2;2;4;3;2;6;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;4;0
20.12.2020;309;365;50;22;6;7;559;915;1474;10;15;19;18;16;13;27;31;31;23;18;21;18;20;12;8;3;6;0;0;0;0;1;1;2;2;5;7;10;11;10;32;50;59;70;45;60;0;0;0;0;0;0;1;0;0;0;2;1;2;5;7;15;9;4;4;0;0;0;0;0;0;0;0;1;1;1;1;0;1;3;5;4;2;3;0;0;0;0;0;0;1;0;0;0;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;2;0;2;0
21.12.2020;437;393;57;39;8;5;2638;1252;3890;12;15;24;21;24;26;33;42;42;37;39;35;27;19;12;7;10;11;1;0;0;0;1;1;2;2;7;7;9;14;15;35;54;61;73;48;64;0;0;0;0;0;0;1;0;0;0;2;1;4;7;6;15;13;4;4;0;0;0;0;0;0;0;0;2;0;0;3;5;3;5;4;6;5;6;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0
22.12.2020;717;401;57;46;6;7;2056;2068;4124;22;18;18;29;34;52;41;70;76;81;56;58;47;42;26;19;16;11;1;0;0;0;1;1;2;2;7;7;9;15;14;39;57;63;65;45;74;0;0;0;0;0;0;1;0;0;0;1;1;4;8;8;16;12;3;3;0;0;0;0;0;0;0;0;2;1;1;3;0;7;6;4;4;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3;0;2;0
23.12.2020;887;384;57;48;8;18;2146;2045;4191;22;32;32;45;45;77;75;86;70;99;56;73;57;37;31;23;16;10;1;1;0;0;1;0;2;3;6;5;9;8;13;42;50;68;58;47;71;0;0;0;0;0;0;1;1;0;0;2;1;3;7;7;17;12;3;3;0;1;0;0;0;0;0;1;0;0;2;0;2;7;6;9;4;9;7;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;4;3;3;4;0
24.12.2020;255;342;54;30;8;12;409;588;997;3;16;9;6;16;12;22;17;28;24;19;23;10;17;10;8;7;7;1;0;0;0;1;0;2;2;4;6;9;6;10;38;42;62;49;43;68;0;0;0;0;0;0;1;0;0;0;2;1;2;6;10;14;11;4;3;0;0;0;0;0;0;0;0;1;1;0;0;0;3;3;6;3;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;7;0
25.12.2020;266;356;55;46;6;10;485;579;1064;8;8;4;10;7;11;15;22;24;22;11;15;13;13;21;17;19;25;1;0;0;0;1;0;2;2;5;5;10;7;14;40;44;65;55;45;61;0;0;0;0;0;0;1;0;0;0;1;1;3;6;11;15;10;4;3;0;0;0;0;0;0;0;0;1;0;2;1;5;4;4;11;10;5;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;4;0
26.12.2020;308;382;56;45;8;12;1076;730;1806;10;13;8;14;9;21;25;23;39;29;11;17;20;19;14;11;12;13;0;0;0;0;1;0;1;2;5;6;10;7;17;45;47;70;59;49;63;0;0;0;0;0;0;1;0;0;0;1;1;2;7;10;14;12;4;4;0;0;0;0;0;0;0;0;0;1;1;0;3;6;5;7;7;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;3;1;4;0
27.12.2020;264;400;56;40;4;6;549;703;1252;8;3;13;13;14;23;20;17;30;24;11;19;15;15;11;9;12;7;0;0;0;0;1;0;1;3;5;7;11;7;21;47;52;70;59;56;60;0;0;0;0;0;0;1;0;0;0;1;0;1;8;10;15;13;3;4;0;0;0;0;0;0;0;1;0;1;1;1;5;3;7;4;4;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;0
28.12.2020;513;447;56;61;7;10;2319;1152;3471;12;17;23;19;22;32;34;42;56;50;43;52;38;25;17;16;5;10;0;0;0;0;1;0;4;3;5;9;9;8;21;53;59;78;69;61;67;0;0;0;0;0;0;0;0;0;1;1;0;2;9;11;14;13;3;2;0;0;0;0;0;0;3;1;0;3;0;1;0;6;9;9;12;8;9;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;3;3;0
29.12.2020;1056;458;61;52;12;8;1579;2104;3683;28;24;36;53;45;73;89;76;115;112;87;85;72;47;54;24;19;17;0;0;0;0;1;0;5;3;5;9;11;6;23;51;58;74;77;63;72;0;0;0;0;0;0;0;0;0;0;1;0;4;12;13;13;12;4;2;0;0;0;0;0;0;1;0;1;1;2;0;2;4;4;5;15;9;8;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;3;0
30.12.2020;1091;466;64;49;11;10;1484;1976;3460;20;27;39;41;67;64;76;79;97;107;104;95;61;57;49;38;28;42;0;0;0;0;1;1;2;2;5;7;12;7;26;51;62;74;80;65;71;0;0;0;0;1;0;0;0;0;0;1;0;4;13;14;10;13;5;3;0;0;0;0;1;1;0;0;0;1;2;1;4;5;6;5;8;8;7;0;0;0;0;1;0;0;0;0;0;0;0;0;3;3;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3;3;2;0
31.12.2020;854;482;61;61;9;8;1072;1662;2734;16;23;34;41;50;56;69;71;97;88;52;65;56;38;46;27;18;7;0;0;0;0;0;1;2;1;5;6;12;8;24;53;61;88;86;65;70;0;0;0;0;0;0;0;0;0;0;2;0;2;14;12;9;14;5;3;0;0;0;0;0;0;0;0;1;0;2;2;2;6;7;18;13;6;4;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;3;0
01.01.2021;294;461;63;41;7;11;210;576;786;7;10;9;15;18;13;26;13;29;25;22;24;19;12;11;15;12;14;0;0;0;0;0;2;1;1;3;7;11;6;20;48;59;84;80;62;77;0;0;0;0;0;0;0;0;0;0;2;0;3;14;11;10;14;5;4;0;0;0;0;0;1;0;0;0;1;2;0;2;2;2;6;5;6;14;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3;4;2;0
02.01.2021;390;485;62;48;4;15;907;814;1721;8;8;12;13;15;19;23;42;31;32;32;26;25;18;21;22;17;26;0;1;0;0;0;2;1;1;3;6;9;7;22;48;67;88;83;64;83;0;0;0;0;0;0;0;0;0;0;2;0;3;12;11;13;14;4;3;0;1;0;0;0;0;0;0;0;0;0;1;3;2;10;6;9;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;4;5;0
03.01.2021;352;508;58;52;4;8;546;861;1407;7;9;6;17;21;27;25;34;32;36;22;23;25;25;14;19;6;4;0;1;0;0;0;2;2;1;2;6;10;9;23;52;71;98;89;62;80;0;0;0;0;0;0;0;0;0;0;3;0;2;13;10;12;13;3;2;0;0;0;0;0;0;1;0;0;0;2;2;1;4;9;14;10;6;3;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;1;1;0
04.01.2021;751;545;65;51;10;10;3126;1773;4899;5;20;37;34;39;52;59;62;69;83;53;60;49;37;34;30;14;14;0;1;0;0;1;1;1;1;2;7;12;12;25;54;78;104;92;67;87;0;0;0;0;0;0;0;0;0;0;4;0;2;12;14;13;13;4;3;0;0;0;0;1;0;0;0;0;1;2;3;2;2;9;9;7;6;9;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;1;3;0
05.01.2021;1269;521;64;56;7;18;1761;2683;4444;23;40;34;50;72;93;96;78;130;125;117;100;78;65;55;53;29;31;0;1;0;0;0;1;2;2;2;6;9;16;21;47;68;96;92;73;85;0;0;0;0;0;0;0;0;0;0;3;0;2;11;13;13;14;4;4;0;0;0;0;0;0;1;1;0;1;0;4;0;3;3;10;7;13;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;6;3;7;0
06.01.2021;938;483;59;50;9;11;1667;2050;3717;16;20;21;48;59;68;71;78;96;95;78;67;67;48;37;31;18;20;0;1;0;0;0;0;2;2;1;5;8;14;21;39;67;86;87;72;78;0;0;0;0;0;0;0;0;0;0;3;0;4;10;13;9;13;4;3;0;0;0;0;0;0;1;0;0;1;0;2;4;5;6;5;11;8;7;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;3;2;0
07.01.2021;1043;497;64;52;10;9;2048;2261;4309;15;16;41;38;47;70;71;74;88;103;82;79;83;76;60;44;28;27;1;0;0;0;0;0;3;1;1;5;9;15;20;36;68;91;92;73;83;0;0;0;0;0;0;0;0;0;0;4;0;4;9;12;12;15;4;4;0;0;0;0;0;0;1;0;0;1;1;1;1;2;6;8;15;9;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;3;0
08.01.2021;834;501;66;58;6;15;1384;1964;3348;9;29;29;33;45;44;65;63;67;78;56;74;49;67;42;37;28;19;0;0;0;0;0;0;2;2;1;7;8;15;20;35;67;87;92;79;86;0;0;0;0;0;0;0;0;0;0;4;1;4;10;13;12;15;4;3;0;0;0;0;0;0;0;1;0;2;0;3;2;5;8;4;9;13;11;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;4;5;0
09.01.2021;455;490;63;40;4;15;770;1220;1990;7;14;22;16;29;33;33;14;41;47;30;35;20;32;28;24;13;16;1;1;0;0;0;0;3;2;1;7;9;16;20;32;65;90;88;79;77;0;0;0;0;0;0;0;0;0;1;4;0;4;10;11;10;17;5;1;0;1;0;0;0;0;1;0;0;2;1;2;3;0;4;10;6;7;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;4;4;4;0
10.01.2021;333;494;62;33;4;11;442;896;1338;10;19;15;22;17;18;31;25;32;29;21;14;16;23;11;14;4;12;0;1;0;0;0;0;2;3;2;9;11;16;19;31;67;90;89;74;80;0;0;0;0;0;0;0;0;0;1;4;0;4;10;11;11;16;4;1;0;0;0;0;0;0;0;1;1;2;2;0;1;1;6;5;4;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;3;4;0
11.01.2021;501;525;72;50;13;10;2591;1535;4126;16;25;20;30;23;34;38;29;41;55;50;30;27;26;15;12;9;20;1;1;0;0;3;0;2;3;2;10;11;20;19;34;71;95;94;78;82;0;0;0;0;0;0;0;0;0;1;5;0;5;9;13;14;16;7;2;0;0;0;0;3;0;0;1;0;1;1;5;1;4;9;7;7;6;5;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;3;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;4;1;2;0
12.01.2021;736;490;66;34;4;9;1689;2141;3830;17;33;29;31;42;45;42;48;66;75;73;70;46;33;29;23;23;11;0;1;0;0;3;1;2;3;1;10;11;18;15;28;64;82;90;76;85;0;0;0;0;0;0;0;0;0;1;6;0;5;8;11;13;13;7;2;0;0;0;0;0;1;0;0;0;0;1;0;0;1;6;5;7;4;9;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;2;2;0
13.01.2021;598;483;62;36;2;11;1556;1768;3324;18;27;30;26;20;27;36;32;49;52;43;49;38;34;36;32;24;25;0;0;0;0;2;1;1;2;1;9;9;15;19;31;59;81;90;79;84;0;0;0;0;0;0;0;0;0;1;6;0;5;8;10;11;11;8;2;0;0;0;0;0;0;0;0;0;0;0;0;4;4;1;8;6;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;6;1;0
14.01.2021;394;469;69;50;18;5;1552;1420;2972;11;22;17;18;19;20;25;32;28;34;31;39;19;17;26;15;10;10;1;0;0;0;1;1;0;2;2;9;10;15;18;27;55;83;95;68;83;0;0;0;0;0;0;0;0;0;1;7;1;5;6;13;12;14;8;2;0;0;0;0;0;0;0;0;1;0;1;1;4;3;5;12;10;7;6;0;0;0;0;0;0;0;0;0;0;1;1;2;2;4;3;3;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;2;0
15.01.2021;504;468;66;50;8;8;1429;1560;2989;22;22;13;22;18;31;28;42;40;46;45;41;32;18;24;20;18;22;0;0;0;0;0;2;0;1;2;10;8;15;17;28;55;83;93;68;86;0;0;0;0;0;0;0;0;0;1;4;1;5;8;14;13;13;5;2;0;0;0;0;0;1;0;0;0;2;0;1;1;5;8;8;8;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;2;0
16.01.2021;316;415;57;30;6;9;596;1104;1700;15;18;9;13;17;18;24;23;22;26;22;25;18;11;15;13;19;8;0;0;0;0;0;2;0;1;2;9;7;11;14;22;43;76;82;63;83;0;0;0;0;0;0;0;0;0;2;3;2;4;4;14;10;10;5;3;0;0;0;0;0;0;0;0;0;1;0;1;2;0;1;5;7;5;8;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;3;0
17.01.2021;130;414;52;22;2;7;256;526;782;4;11;1;5;7;10;8;10;12;13;13;10;6;4;5;6;1;4;0;0;0;0;0;2;0;1;1;8;7;14;14;23;43;77;78;64;82;0;0;0;0;0;0;0;0;0;2;1;2;4;2;15;10;9;5;2;0;0;0;0;0;0;0;0;0;0;0;4;1;3;1;5;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0
18.01.2021;282;429;56;28;8;8;2147;966;3113;11;11;6;4;11;23;25;20;23;27;23;19;25;15;8;7;12;10;2;0;0;0;1;2;0;1;2;8;8;16;16;25;46;77;80;66;81;0;0;0;0;0;0;0;0;0;1;1;2;4;3;16;10;12;5;2;0;0;0;0;1;0;0;0;1;0;1;2;2;2;3;1;3;5;7;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;3;0
19.01.2021;507;396;55;33;10;6;1440;1544;2984;9;11;22;27;20;32;35;41;46;66;36;39;40;25;20;13;13;11;1;0;0;0;1;2;0;1;3;9;7;17;16;23;39;69;75;64;70;0;0;0;0;0;0;0;0;1;1;0;3;4;4;14;9;13;5;1;0;0;0;0;0;0;0;0;1;1;1;2;2;2;3;7;8;2;4;0;0;0;0;0;0;0;0;1;0;0;1;0;1;2;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;1;0
20.01.2021;464;380;55;36;5;6;1339;1350;2689;11;25;15;9;15;31;24;23;41;49;49;35;39;20;28;23;11;15;1;0;0;0;1;2;0;0;2;5;5;17;19;22;35;63;70;65;74;0;0;0;0;0;0;0;0;1;1;0;3;4;4;14;9;13;5;1;0;0;0;0;0;0;0;0;0;2;0;2;3;4;1;4;6;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;2;1;0
21.01.2021;225;378;54;25;5;5;1381;1191;2572;6;6;4;11;9;11;16;15;22;26;18;23;19;8;9;9;4;8;1;0;0;0;0;2;0;0;2;5;5;18;18;23;33;64;68;67;73;0;0;0;0;0;0;0;0;1;1;0;3;3;4;14;9;13;5;1;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;5;4;7;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;0
